Disability,Region,Status,RegCode_Old,Province,ProvCode_Old,Household Population 5 Years Old and Over with Functional Difficulty,Population,Person affected by disability per 100k,scale affected
Self-Care Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA DEL NORTE,PH097200000,1521,1047292,146.0,2.164352855784437
Self-Care Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA DEL SUR,PH097300000,2609,1928337,136.0,2.1335389083702174
Self-Care Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA SIBUGAY,PH098300000,905,679404,134.0,2.1271047983648077
Self-Care Disability,Region V (Bicol Region),Mild,PH050000000,ALBAY,PH050500000,4736,1396088,340.0,2.531478917042255
Self-Care Disability,Region V (Bicol Region),Mild,PH050000000,CAMARINES NORTE,PH051600000,2069,622514,333.0,2.5224442335063197
Self-Care Disability,Region V (Bicol Region),Mild,PH050000000,CAMARINES SUR,PH051700000,7604,2059495,370.0,2.568201724066995
Self-Care Disability,Region V (Bicol Region),Mild,PH050000000,CATANDUANES,PH052000000,964,272941,354.0,2.5490032620257876
Self-Care Disability,Region V (Bicol Region),Mild,PH050000000,MASBATE,PH054100000,2696,937079,288.0,2.459392487759231
Self-Care Disability,Region V (Bicol Region),Mild,PH050000000,SORSOGON,PH056200000,3226,845718,382.0,2.582063362911709
Self-Care Disability,Region V (Bicol Region),Moderate,PH050000000,ALBAY,PH050500000,1862,1396088,134.0,2.1271047983648077
Self-Care Disability,Region V (Bicol Region),Moderate,PH050000000,CAMARINES NORTE,PH051600000,959,622514,155.0,2.1903316981702914
Self-Care Disability,Region V (Bicol Region),Moderate,PH050000000,CAMARINES SUR,PH051700000,2960,2059495,144.0,2.1583624920952498
Self-Care Disability,Region V (Bicol Region),Moderate,PH050000000,CATANDUANES,PH052000000,427,272941,157.0,2.1958996524092336
Self-Care Disability,Region V (Bicol Region),Moderate,PH050000000,MASBATE,PH054100000,845,937079,91.0,1.9590413923210936
Self-Care Disability,Region V (Bicol Region),Moderate,PH050000000,SORSOGON,PH056200000,1247,845718,148.0,2.1702617153949575
Self-Care Disability,Region V (Bicol Region),Severe,PH050000000,ALBAY,PH050500000,2415,1396088,173.0,2.2380461031287955
Self-Care Disability,Region V (Bicol Region),Severe,PH050000000,CAMARINES NORTE,PH051600000,1304,622514,210.0,2.322219294733919
Self-Care Disability,Region V (Bicol Region),Severe,PH050000000,CAMARINES SUR,PH051700000,4442,2059495,216.0,2.3344537511509307
Self-Care Disability,Region V (Bicol Region),Severe,PH050000000,CATANDUANES,PH052000000,783,272941,287.0,2.4578818967339924
Self-Care Disability,Region V (Bicol Region),Severe,PH050000000,MASBATE,PH054100000,1191,937079,128.0,2.1072099696478683
Self-Care Disability,Region V (Bicol Region),Severe,PH050000000,SORSOGON,PH056200000,1865,845718,221.0,2.3443922736851106
Self-Care Disability,Region VI (Western Visayas),Mild,PH060000000,AKLAN,PH060400000,3194,605584,528.0,2.722633922533812
Self-Care Disability,Region VI (Western Visayas),Mild,PH060000000,ANTIQUE,PH060600000,3588,612454,586.0,2.767897616018091
Self-Care Disability,Region VI (Western Visayas),Mild,PH060000000,CAPIZ,PH061900000,4073,803083,508.0,2.7058637122839193
Self-Care Disability,Region VI (Western Visayas),Mild,PH060000000,GUIMARAS,PH067900000,666,185174,360.0,2.5563025007672873
Self-Care Disability,Region VI (Western Visayas),Mild,PH060000000,ILOILO,PH063000000,12108,2524211,480.0,2.681241237375587
Self-Care Disability,Region VI (Western Visayas),Mild,PH060000000,NEGROS OCCIDENTAL,PH064500000,11554,3174389,364.0,2.561101383649056
Self-Care Disability,Region VI (Western Visayas),Moderate,PH060000000,AKLAN,PH060400000,1214,605584,201.0,2.303196057420489
Self-Care Disability,Region VI (Western Visayas),Moderate,PH060000000,ANTIQUE,PH060600000,1289,612454,211.0,2.3242824552976926
Self-Care Disability,Region VI (Western Visayas),Moderate,PH060000000,CAPIZ,PH061900000,1104,803083,138.0,2.1398790864012365
Self-Care Disability,Region VI (Western Visayas),Moderate,PH060000000,GUIMARAS,PH067900000,281,185174,152.0,2.1818435879447726
Self-Care Disability,Region VI (Western Visayas),Moderate,PH060000000,ILOILO,PH063000000,4279,2524211,170.0,2.230448921378274
Self-Care Disability,Region VI (Western Visayas),Moderate,PH060000000,NEGROS OCCIDENTAL,PH064500000,3516,3174389,111.0,2.0453229787866576
Self-Care Disability,Region VI (Western Visayas),Severe,PH060000000,AKLAN,PH060400000,1505,605584,249.0,2.3961993470957363
Self-Care Disability,Region VI (Western Visayas),Severe,PH060000000,ANTIQUE,PH060600000,1859,612454,304.0,2.482873583608754
Self-Care Disability,Region VI (Western Visayas),Severe,PH060000000,CAPIZ,PH061900000,1278,803083,160.0,2.2041199826559246
Self-Care Disability,Region VI (Western Visayas),Severe,PH060000000,GUIMARAS,PH067900000,385,185174,208.0,2.3180633349627615
Self-Care Disability,Region VI (Western Visayas),Severe,PH060000000,ILOILO,PH063000000,5858,2524211,233.0,2.367355921026019
Self-Care Disability,Region VI (Western Visayas),Severe,PH060000000,NEGROS OCCIDENTAL,PH064500000,4017,3174389,127.0,2.103803720955957
Self-Care Disability,Region VII (Central Visayas),Mild,PH070000000,BOHOL,PH071200000,5900,1365107,433.0,2.6364878963533656
Self-Care Disability,Region VII (Central Visayas),Mild,PH070000000,CEBU,PH072200000,15252,5085207,300.0,2.4771212547196626
Self-Care Disability,Region VII (Central Visayas),Mild,PH070000000,NEGROS ORIENTAL,PH074600000,6403,1406274,456.0,2.658964842664435
Self-Care Disability,Region VII (Central Visayas),Mild,PH070000000,SIQUIJOR,PH076100000,450,100457,448.0,2.651278013998144
Self-Care Disability,Region VII (Central Visayas),Moderate,PH070000000,BOHOL,PH071200000,2305,1365107,169.0,2.2278867046136734
Self-Care Disability,Region VII (Central Visayas),Moderate,PH070000000,CEBU,PH072200000,5743,5085207,113.0,2.0530784434834195
Self-Care Disability,Region VII (Central Visayas),Moderate,PH070000000,NEGROS ORIENTAL,PH074600000,2233,1406274,159.0,2.2013971243204513
Self-Care Disability,Region VII (Central Visayas),Moderate,PH070000000,SIQUIJOR,PH076100000,219,100457,219.0,2.3404441148401185
Self-Care Disability,Region VII (Central Visayas),Severe,PH070000000,BOHOL,PH071200000,3390,1365107,249.0,2.3961993470957363
Self-Care Disability,Region VII (Central Visayas),Severe,PH070000000,CEBU,PH072200000,7185,5085207,142.0,2.1522883443830563
Self-Care Disability,Region VII (Central Visayas),Severe,PH070000000,NEGROS ORIENTAL,PH074600000,2685,1406274,191.0,2.2810333672477277
Self-Care Disability,Region VII (Central Visayas),Severe,PH070000000,SIQUIJOR,PH076100000,305,100457,304.0,2.482873583608754
Self-Care Disability,Region VIII (Eastern Visayas),Mild,PH080000000,BILIRAN,PH087800000,617,179362,344.0,2.53655844257153
Self-Care Disability,Region VIII (Eastern Visayas),Mild,PH080000000,EASTERN SAMAR,PH082600000,1807,503495,359.0,2.5550944485783194
Self-Care Disability,Region VIII (Eastern Visayas),Mild,PH080000000,LEYTE,PH083700000,7293,2124269,344.0,2.53655844257153
Self-Care Disability,Region VIII (Eastern Visayas),Mild,PH080000000,NORTHERN SAMAR,PH084800000,3083,668766,461.0,2.663700925389648
Self-Care Disability,Region VIII (Eastern Visayas),Mild,PH080000000,SAMAR (WESTERN SAMAR),PH086000000,2190,822095,267.0,2.4265112613645754
Self-Care Disability,Region VIII (Eastern Visayas),Mild,PH080000000,SOUTHERN LEYTE,PH086400000,2745,444355,618.0,2.790988475088816
Self-Care Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,BILIRAN,PH087800000,241,179362,135.0,2.130333768495006
Self-Care Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,EASTERN SAMAR,PH082600000,703,503495,140.0,2.146128035678238
Self-Care Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,LEYTE,PH083700000,2725,2124269,129.0,2.110589710299249
Self-Care Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,NORTHERN SAMAR,PH084800000,814,668766,122.0,2.0863598306747484
Self-Care Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,SAMAR (WESTERN SAMAR),PH086000000,710,822095,87.0,1.9395192526186185
Self-Care Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,SOUTHERN LEYTE,PH086400000,824,444355,186.0,2.2695129442179165
Self-Care Disability,Region VIII (Eastern Visayas),Severe,PH080000000,BILIRAN,PH087800000,415,179362,232.0,2.3654879848909
Self-Care Disability,Region VIII (Eastern Visayas),Severe,PH080000000,EASTERN SAMAR,PH082600000,933,503495,186.0,2.2695129442179165
Self-Care Disability,Region VIII (Eastern Visayas),Severe,PH080000000,LEYTE,PH083700000,4005,2124269,189.0,2.2764618041732443
Self-Care Disability,Region VIII (Eastern Visayas),Severe,PH080000000,NORTHERN SAMAR,PH084800000,1196,668766,179.0,2.2528530309798933
Self-Care Disability,Region VIII (Eastern Visayas),Severe,PH080000000,SAMAR (WESTERN SAMAR),PH086000000,944,822095,115.0,2.060697840353612
Self-Care Disability,Region VIII (Eastern Visayas),Severe,PH080000000,SOUTHERN LEYTE,PH086400000,1115,444355,251.0,2.399673721481038
Self-Care Disability,Region X (Northern Mindanao),Mild,PH100000000,BUKIDNON,PH101300000,6649,1510189,441.0,2.6444385894678386
Self-Care Disability,Region X (Northern Mindanao),Mild,PH100000000,CAMIGUIN,PH101800000,337,92431,365.0,2.5622928644564746
Self-Care Disability,Region X (Northern Mindanao),Mild,PH100000000,LANAO DEL NORTE,PH103500000,3896,1095270,356.0,2.5514499979728753
Self-Care Disability,Region X (Northern Mindanao),Mild,PH100000000,MISAMIS OCCIDENTAL,PH104200000,2566,627158,410.0,2.6127838567197355
Self-Care Disability,Region X (Northern Mindanao),Mild,PH100000000,MISAMIS ORIENTAL,PH104300000,5410,1692002,320.0,2.505149978319906
Self-Care Disability,Region X (Northern Mindanao),Moderate,PH100000000,BUKIDNON,PH101300000,2085,1510189,139.0,2.143014800254095
Self-Care Disability,Region X (Northern Mindanao),Moderate,PH100000000,CAMIGUIN,PH101800000,174,92431,189.0,2.2764618041732443
Self-Care Disability,Region X (Northern Mindanao),Moderate,PH100000000,LANAO DEL NORTE,PH103500000,1048,1095270,96.0,1.9822712330395684
Self-Care Disability,Region X (Northern Mindanao),Moderate,PH100000000,MISAMIS OCCIDENTAL,PH104200000,946,627158,151.0,2.1789769472931693
Self-Care Disability,Region X (Northern Mindanao),Moderate,PH100000000,MISAMIS ORIENTAL,PH104300000,2037,1692002,121.0,2.0827853703164503
Self-Care Disability,Region X (Northern Mindanao),Severe,PH100000000,BUKIDNON,PH101300000,2297,1510189,153.0,2.184691430817599
Self-Care Disability,Region X (Northern Mindanao),Severe,PH100000000,CAMIGUIN,PH101800000,299,92431,324.0,2.510545010206612
Self-Care Disability,Region X (Northern Mindanao),Severe,PH100000000,LANAO DEL NORTE,PH103500000,1141,1095270,105.0,2.0211892990699383
Self-Care Disability,Region X (Northern Mindanao),Severe,PH100000000,MISAMIS OCCIDENTAL,PH104200000,1192,627158,191.0,2.2810333672477277
Self-Care Disability,Region X (Northern Mindanao),Severe,PH100000000,MISAMIS ORIENTAL,PH104300000,2533,1692002,150.0,2.1760912590556813
Self-Care Disability,Region XIII (Caraga),Mild,PH160000000,AGUSAN DEL NORTE,PH160200000,2562,738775,347.0,2.5403294747908736
Self-Care Disability,Region XIII (Caraga),Mild,PH160000000,AGUSAN DEL SUR,PH160300000,2181,734982,297.0,2.4727564493172123
Self-Care Disability,Region XIII (Caraga),Mild,PH160000000,DINAGAT ISLANDS,PH168500000,538,130671,412.0,2.6148972160331345
Self-Care Disability,Region XIII (Caraga),Mild,PH160000000,SURIGAO DEL NORTE,PH166700000,1966,528148,373.0,2.571708831808688
Self-Care Disability,Region XIII (Caraga),Mild,PH160000000,SURIGAO DEL SUR,PH166800000,2378,620531,384.0,2.584331224367531
Self-Care Disability,Region XIII (Caraga),Moderate,PH160000000,AGUSAN DEL NORTE,PH160200000,987,738775,134.0,2.1271047983648077
Self-Care Disability,Region XIII (Caraga),Moderate,PH160000000,AGUSAN DEL SUR,PH160300000,947,734982,129.0,2.110589710299249
Self-Care Disability,Region XIII (Caraga),Moderate,PH160000000,DINAGAT ISLANDS,PH168500000,185,130671,142.0,2.1522883443830563
Self-Care Disability,Region XIII (Caraga),Moderate,PH160000000,SURIGAO DEL NORTE,PH166700000,723,528148,137.0,2.1367205671564067
Self-Care Disability,Region XIII (Caraga),Moderate,PH160000000,SURIGAO DEL SUR,PH166800000,872,620531,141.0,2.1492191126553797
Self-Care Disability,Region XIII (Caraga),Severe,PH160000000,AGUSAN DEL NORTE,PH160200000,1182,738775,160.0,2.2041199826559246
Self-Care Disability,Region XIII (Caraga),Severe,PH160000000,AGUSAN DEL SUR,PH160300000,1161,734982,158.0,2.1986570869544226
Self-Care Disability,Region XIII (Caraga),Severe,PH160000000,DINAGAT ISLANDS,PH168500000,215,130671,165.0,2.2174839442139063
Self-Care Disability,Region XIII (Caraga),Severe,PH160000000,SURIGAO DEL NORTE,PH166700000,915,528148,174.0,2.2405492482826
Self-Care Disability,Region XIII (Caraga),Severe,PH160000000,SURIGAO DEL SUR,PH166800000,1115,620531,180.0,2.255272505103306
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,BASILAN,PH150700000,6913,386697,1788.0,3.2523675144598987
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,LANAO DEL SUR,PH153600000,62497,1146287,5453.0,3.7366354976868212
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,MAGUINDANAO,PH153800000,27924,1323051,2111.0,3.3244882333076564
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,SULU,PH156600000,4654,913590,510.0,2.7075701760979363
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,TAWI-TAWI,PH157000000,6074,413690,1469.0,3.1670217957902564
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,BASILAN,PH150700000,301,386697,78.0,1.8920946026904804
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,LANAO DEL SUR,PH153600000,3517,1146287,307.0,2.4871383754771865
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,MAGUINDANAO,PH153800000,1522,1323051,116.0,2.0644579892269186
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,SULU,PH156600000,190,913590,21.0,1.3222192947339193
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,TAWI-TAWI,PH157000000,243,413690,59.0,1.7708520116421442
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,BASILAN,PH150700000,276,386697,72.0,1.8573324964312685
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,LANAO DEL SUR,PH153600000,1202,1146287,105.0,2.0211892990699383
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,MAGUINDANAO,PH153800000,868,1323051,66.0,1.8195439355418688
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,SULU,PH156600000,1164,913590,128.0,2.1072099696478683
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,TAWI-TAWI,PH157000000,144,413690,35.0,1.5440680443502757
Visual Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,ABRA,PH140100000,19496,247402,7881.0,3.8965813275057326
Visual Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,APAYAO,PH148100000,7414,123899,5984.0,3.776991584856405
Visual Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,BENGUET,PH141100000,46666,848552,5500.0,3.7403626894942437
Visual Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,IFUGAO,PH142700000,7245,210669,3440.0,3.53655844257153
Visual Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,KALINGA,PH143200000,8987,220230,4081.0,3.610766594773271
Visual Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,MOUNTAIN PROVINCE,PH144400000,4818,156987,3070.0,3.4871383754771865
Visual Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,ABRA,PH140100000,1723,247402,697.0,2.8432327780980096
Visual Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,APAYAO,PH148100000,696,123899,562.0,2.749736315569061
Visual Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,BENGUET,PH141100000,3510,848552,414.0,2.617000341120899
Visual Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,IFUGAO,PH142700000,625,210669,297.0,2.4727564493172123
Visual Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,KALINGA,PH143200000,727,220230,331.0,2.519827993775719
Visual Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,MOUNTAIN PROVINCE,PH144400000,452,156987,288.0,2.459392487759231
Visual Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,ABRA,PH140100000,247,247402,100.0,2.0
Visual Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,APAYAO,PH148100000,128,123899,104.0,2.0170333392987803
Visual Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,BENGUET,PH141100000,601,848552,71.0,1.8512583487190752
Visual Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,IFUGAO,PH142700000,123,210669,59.0,1.7708520116421442
Visual Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,KALINGA,PH143200000,181,220230,83.0,1.919078092376074
Visual Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,MOUNTAIN PROVINCE,PH144400000,87,156987,56.0,1.7481880270062005
Visual Disability,MIMAROPA Region,Mild,PH170000000,MARINDUQUE,PH174000000,20493,241036,8503.0,3.92957217907655
Visual Disability,MIMAROPA Region,Mild,PH170000000,OCCIDENTAL MINDORO,PH175100000,38575,515134,7489.0,3.874423830586502
Visual Disability,MIMAROPA Region,Mild,PH170000000,ORIENTAL MINDORO,PH175200000,70611,901270,7835.0,3.894039000804609
Visual Disability,MIMAROPA Region,Mild,PH170000000,PALAWAN,PH175300000,93207,1216009,7665.0,3.884512159190394
Visual Disability,MIMAROPA Region,Mild,PH170000000,ROMBLON,PH175900000,31605,301407,10486.0,4.020609853377705
Visual Disability,MIMAROPA Region,Moderate,PH170000000,MARINDUQUE,PH174000000,1626,241036,675.0,2.829303772831025
Visual Disability,MIMAROPA Region,Moderate,PH170000000,OCCIDENTAL MINDORO,PH175100000,2220,515134,431.0,2.6344772701607315
Visual Disability,MIMAROPA Region,Moderate,PH170000000,ORIENTAL MINDORO,PH175200000,5708,901270,634.0,2.802089257881733
Visual Disability,MIMAROPA Region,Moderate,PH170000000,PALAWAN,PH175300000,7616,1216009,627.0,2.7972675408307164
Visual Disability,MIMAROPA Region,Moderate,PH170000000,ROMBLON,PH175900000,2853,301407,947.0,2.9763499790032735
Visual Disability,MIMAROPA Region,Severe,PH170000000,MARINDUQUE,PH174000000,345,241036,144.0,2.1583624920952498
Visual Disability,MIMAROPA Region,Severe,PH170000000,OCCIDENTAL MINDORO,PH175100000,351,515134,69.0,1.8388490907372552
Visual Disability,MIMAROPA Region,Severe,PH170000000,ORIENTAL MINDORO,PH175200000,625,901270,70.0,1.845098040014257
Visual Disability,MIMAROPA Region,Severe,PH170000000,PALAWAN,PH175300000,701,1216009,58.0,1.7634279935629373
Visual Disability,MIMAROPA Region,Severe,PH170000000,ROMBLON,PH175900000,314,301407,105.0,2.0211892990699383
Visual Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH133900000,141933,1886920,7522.0,3.87633332908638
Visual Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH137600000,197785,4015981,4925.0,3.6924062348336304
Visual Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH137400000,231183,4960933,4661.0,3.6684791029325856
Visual Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",PH137500000,184846,2940822,6286.0,3.7983743766815614
Visual Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH133900000,9022,1886920,479.0,2.680335513414563
Visual Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH137600000,11570,4015981,289.0,2.4608978427565478
Visual Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH137400000,14736,4960933,298.0,2.4742162640762553
Visual Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",PH137500000,10731,2940822,365.0,2.5622928644564746
Visual Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH133900000,1163,1886920,62.0,1.792391689498254
Visual Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH137600000,1758,4015981,44.0,1.6434526764861874
Visual Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH137400000,2268,4960933,46.0,1.662757831681574
Visual Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",PH137500000,1313,2940822,45.0,1.6532125137753437
Visual Disability,REGION XI (DAVAO REGION),Mild,PH110000000,COMPOSTELA VALLEY,PH118200000,52246,774102,6750.0,3.829303772831025
Visual Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO DEL NORTE,PH112300000,65526,1056457,6203.0,3.7926017811649664
Visual Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO DEL SUR,PH112400000,121129,2520852,4806.0,3.6817837664678814
Visual Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO OCCIDENTAL,PH118600000,14282,338925,4214.0,3.6246945312720813
Visual Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO ORIENTAL,PH112500000,29364,600531,4890.0,3.6893088591236203
Visual Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,COMPOSTELA VALLEY,PH118200000,4396,774102,568.0,2.754348335711019
Visual Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO DEL NORTE,PH112300000,4170,1056457,395.0,2.59659709562646
Visual Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO DEL SUR,PH112400000,7692,2520852,306.0,2.48572142648158
Visual Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO OCCIDENTAL,PH118600000,1137,338925,336.0,2.526339277389844
Visual Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO ORIENTAL,PH112500000,2630,600531,438.0,2.6414741105040997
Visual Disability,REGION XI (DAVAO REGION),Severe,PH110000000,COMPOSTELA VALLEY,PH118200000,531,774102,69.0,1.8388490907372552
Visual Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO DEL NORTE,PH112300000,617,1056457,59.0,1.7708520116421442
Visual Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO DEL SUR,PH112400000,1318,2520852,53.0,1.724275869600789
Visual Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO OCCIDENTAL,PH118600000,158,338925,47.0,1.6720978579357175
Visual Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO ORIENTAL,PH112500000,354,600531,59.0,1.7708520116421442
Visual Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,COTABATO (NORTH COTABATO),PH124700000,61819,1527149,4049.0,3.6073477767684134
Visual Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SARANGANI,PH128000000,168988,583791,28947.0,4.461603561121925
Visual Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SOUTH COTABATO,PH126300000,79569,1644256,4840.0,3.6848453616444123
Visual Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SULTAN KUDARAT,PH126500000,36401,855241,4257.0,3.6291036501771363
Visual Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,COTABATO (NORTH COTABATO),PH124700000,4273,1527149,280.0,2.4471580313422194
Visual Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,SARANGANI,PH128000000,12628,583791,2164.0,3.3352572564345317
Visual Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,SOUTH COTABATO,PH126300000,5182,1644256,316.0,2.499687082618404
Visual Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,SULTAN KUDARAT,PH126500000,2081,855241,244.0,2.387389826338729
Visual Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,COTABATO (NORTH COTABATO),PH124700000,758,1527149,50.0,1.6989700043360187
Visual Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,SARANGANI,PH128000000,2016,583791,346.0,2.5390760987927767
Visual Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,SOUTH COTABATO,PH126300000,833,1644256,51.0,1.7075701760979363
Visual Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,SULTAN KUDARAT,PH126500000,334,855241,40.0,1.6020599913279623
Visual Disability,Region I (Ilocos Region),Mild,PH010000000,ILOCOS NORTE,PH012800000,29074,613421,4740.0,3.6757783416740852
Visual Disability,Region I (Ilocos Region),Mild,PH010000000,ILOCOS SUR,PH012900000,56809,715810,7937.0,3.8996563803056357
Visual Disability,Region I (Ilocos Region),Mild,PH010000000,LA UNION,PH013300000,53116,828194,6414.0,3.8071289555924217
Visual Disability,Region I (Ilocos Region),Mild,PH010000000,PANGASINAN,PH015500000,219259,3113382,7043.0,3.8477576883923312
Visual Disability,Region I (Ilocos Region),Moderate,PH010000000,ILOCOS NORTE,PH012800000,2317,613421,378.0,2.5774917998372255
Visual Disability,Region I (Ilocos Region),Moderate,PH010000000,ILOCOS SUR,PH012900000,4135,715810,578.0,2.761927838420529
Visual Disability,Region I (Ilocos Region),Moderate,PH010000000,LA UNION,PH013300000,3743,828194,452.0,2.655138434811382
Visual Disability,Region I (Ilocos Region),Moderate,PH010000000,PANGASINAN,PH015500000,12865,3113382,414.0,2.617000341120899
Visual Disability,Region I (Ilocos Region),Severe,PH010000000,ILOCOS NORTE,PH012800000,673,613421,110.0,2.041392685158225
Visual Disability,Region I (Ilocos Region),Severe,PH010000000,ILOCOS SUR,PH012900000,782,715810,110.0,2.041392685158225
Visual Disability,Region I (Ilocos Region),Severe,PH010000000,LA UNION,PH013300000,877,828194,106.0,2.0253058652647704
Visual Disability,Region I (Ilocos Region),Severe,PH010000000,PANGASINAN,PH015500000,2761,3113382,89.0,1.9493900066449128
Visual Disability,Region II (Cagayan Valley),Mild,PH020000000,BATANES,PH020900000,857,17874,4795.0,3.6807886115066824
Visual Disability,Region II (Cagayan Valley),Mild,PH020000000,CAGAYAN,PH021500000,93284,1273322,7327.0,3.8649261915390056
