Disability,Region,Status,RegCode_Old,Province,ProvCode_Old,Household Population 5 Years Old and Over with Functional Difficulty,Population,Person affected by disability per 100k,scale affected
Communication Disability,Region II (Cagayan Valley),Severe,PH020000000,BATANES,PH020900000,22,17874,124.0,2.093421685162235
Communication Disability,Region II (Cagayan Valley),Severe,PH020000000,CAGAYAN,PH021500000,1719,1273322,136.0,2.1335389083702174
Communication Disability,Region II (Cagayan Valley),Severe,PH020000000,ISABELA,PH023100000,2284,1685739,136.0,2.1335389083702174
Communication Disability,Region II (Cagayan Valley),Severe,PH020000000,NUEVA VIZCAYA,PH025000000,603,482894,125.0,2.0969100130080562
Communication Disability,Region II (Cagayan Valley),Severe,PH020000000,QUIRINO,PH025700000,211,197917,107.0,2.0293837776852097
Communication Disability,Region III (Central Luzon),Mild,PH030000000,AURORA,PH037700000,711,227530,313.0,2.4955443375464483
Communication Disability,Region III (Central Luzon),Mild,PH030000000,BATAAN,PH030800000,2042,836076,245.0,2.3891660843645326
Communication Disability,Region III (Central Luzon),Mild,PH030000000,BULACAN,PH031400000,10742,3646679,295.0,2.469822015978163
Communication Disability,Region III (Central Luzon),Mild,PH030000000,NUEVA ECIJA,PH034900000,8030,2355414,341.0,2.5327543789924976
Communication Disability,Region III (Central Luzon),Mild,PH030000000,PAMPANGA,PH035400000,6858,2893624,238.0,2.376576957056512
Communication Disability,Region III (Central Luzon),Mild,PH030000000,TARLAC,PH036900000,3904,1460137,268.0,2.428134794028789
Communication Disability,Region III (Central Luzon),Mild,PH030000000,ZAMBALES,PH037100000,2659,894254,298.0,2.4742162640762553
Communication Disability,Region III (Central Luzon),Moderate,PH030000000,AURORA,PH037700000,297,227530,131.0,2.1172712956557644
Communication Disability,Region III (Central Luzon),Moderate,PH030000000,BATAAN,PH030800000,960,836076,115.0,2.060697840353612
Communication Disability,Region III (Central Luzon),Moderate,PH030000000,BULACAN,PH031400000,4501,3646679,124.0,2.093421685162235
Communication Disability,Region III (Central Luzon),Moderate,PH030000000,NUEVA ECIJA,PH034900000,2902,2355414,124.0,2.093421685162235
Communication Disability,Region III (Central Luzon),Moderate,PH030000000,PAMPANGA,PH035400000,2459,2893624,85.0,1.9294189257142926
Communication Disability,Region III (Central Luzon),Moderate,PH030000000,TARLAC,PH036900000,1529,1460137,105.0,2.0211892990699383
Communication Disability,Region III (Central Luzon),Moderate,PH030000000,ZAMBALES,PH037100000,1199,894254,135.0,2.130333768495006
Communication Disability,Region III (Central Luzon),Severe,PH030000000,AURORA,PH037700000,278,227530,123.0,2.089905111439398
Communication Disability,Region III (Central Luzon),Severe,PH030000000,BATAAN,PH030800000,830,836076,100.0,2.0
Communication Disability,Region III (Central Luzon),Severe,PH030000000,BULACAN,PH031400000,3872,3646679,107.0,2.0293837776852097
Communication Disability,Region III (Central Luzon),Severe,PH030000000,NUEVA ECIJA,PH034900000,2497,2355414,107.0,2.0293837776852097
Communication Disability,Region III (Central Luzon),Severe,PH030000000,PAMPANGA,PH035400000,2525,2893624,88.0,1.9444826721501687
Communication Disability,Region III (Central Luzon),Severe,PH030000000,TARLAC,PH036900000,1617,1460137,111.0,2.0453229787866576
Communication Disability,Region III (Central Luzon),Severe,PH030000000,ZAMBALES,PH037100000,993,894254,112.0,2.0492180226701815
Communication Disability,Region IV-A (CALABARZON),Mild,PH040000000,BATANGAS,PH041000000,7847,3033730,259.0,2.413299764081252
Communication Disability,Region IV-A (CALABARZON),Mild,PH040000000,CAVITE,PH042100000,10149,4210866,242.0,2.383815365980431
Communication Disability,Region IV-A (CALABARZON),Mild,PH040000000,LAGUNA,PH043400000,9176,3343703,275.0,2.439332693830263
Communication Disability,Region IV-A (CALABARZON),Mild,PH040000000,QUEZON,PH045600000,8234,2260033,365.0,2.5622928644564746
Communication Disability,Region IV-A (CALABARZON),Mild,PH040000000,RIZAL,PH045800000,8058,3208959,252.0,2.401400540781544
Communication Disability,Region IV-A (CALABARZON),Moderate,PH040000000,BATANGAS,PH041000000,3110,3033730,103.0,2.012837224705172
Communication Disability,Region IV-A (CALABARZON),Moderate,PH040000000,CAVITE,PH042100000,4379,4210866,104.0,2.0170333392987803
Communication Disability,Region IV-A (CALABARZON),Moderate,PH040000000,LAGUNA,PH043400000,3274,3343703,98.0,1.9912260756924949
Communication Disability,Region IV-A (CALABARZON),Moderate,PH040000000,QUEZON,PH045600000,3564,2260033,158.0,2.1986570869544226
Communication Disability,Region IV-A (CALABARZON),Moderate,PH040000000,RIZAL,PH045800000,3113,3208959,98.0,1.9912260756924949
Communication Disability,Region IV-A (CALABARZON),Severe,PH040000000,BATANGAS,PH041000000,2887,3033730,96.0,1.9822712330395684
Communication Disability,Region IV-A (CALABARZON),Severe,PH040000000,CAVITE,PH042100000,4250,4210866,101.0,2.0043213737826426
Communication Disability,Region IV-A (CALABARZON),Severe,PH040000000,LAGUNA,PH043400000,2923,3343703,88.0,1.9444826721501687
Communication Disability,Region IV-A (CALABARZON),Severe,PH040000000,QUEZON,PH045600000,2663,2260033,118.0,2.0718820073061255
Communication Disability,Region IV-A (CALABARZON),Severe,PH040000000,RIZAL,PH045800000,2800,3208959,88.0,1.9444826721501687
Communication Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,CITY OF ISABELA (NOT A PROVINCE),PH099700000,372,127728,292.0,2.4653828514484184
Communication Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA DEL NORTE,PH097200000,4502,1047292,430.0,2.6334684555795866
Communication Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA DEL SUR,PH097300000,7194,1928337,374.0,2.5728716022004803
Communication Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA SIBUGAY,PH098300000,2552,679404,376.0,2.575187844927661
Communication Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,CITY OF ISABELA (NOT A PROVINCE),PH099700000,140,127728,110.0,2.041392685158225
Communication Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA DEL NORTE,PH097200000,1593,1047292,153.0,2.184691430817599
Communication Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA DEL SUR,PH097300000,2681,1928337,140.0,2.146128035678238
Communication Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA SIBUGAY,PH098300000,990,679404,146.0,2.164352855784437
Communication Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,CITY OF ISABELA (NOT A PROVINCE),PH099700000,123,127728,97.0,1.9867717342662448
Communication Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA DEL NORTE,PH097200000,1267,1047292,121.0,2.0827853703164503
Communication Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA DEL SUR,PH097300000,2366,1928337,123.0,2.089905111439398
Communication Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA SIBUGAY,PH098300000,832,679404,123.0,2.089905111439398
Communication Disability,Region V (Bicol Region),Mild,PH050000000,ALBAY,PH050500000,5247,1396088,376.0,2.575187844927661
Communication Disability,Region V (Bicol Region),Mild,PH050000000,CAMARINES NORTE,PH051600000,2601,622514,418.0,2.621176281775035
Communication Disability,Region V (Bicol Region),Mild,PH050000000,CAMARINES SUR,PH051700000,8398,2059495,408.0,2.61066016308988
Communication Disability,Region V (Bicol Region),Mild,PH050000000,CATANDUANES,PH052000000,1319,272941,484.0,2.6848453616444123
Communication Disability,Region V (Bicol Region),Mild,PH050000000,MASBATE,PH054100000,3073,937079,328.0,2.515873843711679
Communication Disability,Region V (Bicol Region),Mild,PH050000000,SORSOGON,PH056200000,3927,845718,465.0,2.667452952889954
Communication Disability,Region V (Bicol Region),Moderate,PH050000000,ALBAY,PH050500000,2327,1396088,167.0,2.2227164711475833
Communication Disability,Region V (Bicol Region),Moderate,PH050000000,CAMARINES NORTE,PH051600000,1287,622514,207.0,2.315970345456918
Communication Disability,Region V (Bicol Region),Moderate,PH050000000,CAMARINES SUR,PH051700000,3912,2059495,190.0,2.278753600952829
Communication Disability,Region V (Bicol Region),Moderate,PH050000000,CATANDUANES,PH052000000,639,272941,235.0,2.3710678622717363
Communication Disability,Region V (Bicol Region),Moderate,PH050000000,MASBATE,PH054100000,1183,937079,127.0,2.103803720955957
Communication Disability,Region V (Bicol Region),Moderate,PH050000000,SORSOGON,PH056200000,1688,845718,200.0,2.3010299956639813
Communication Disability,Region V (Bicol Region),Severe,PH050000000,ALBAY,PH050500000,1857,1396088,134.0,2.1271047983648077
Communication Disability,Region V (Bicol Region),Severe,PH050000000,CAMARINES NORTE,PH051600000,988,622514,159.0,2.2013971243204513
Communication Disability,Region V (Bicol Region),Severe,PH050000000,CAMARINES SUR,PH051700000,3258,2059495,159.0,2.2013971243204513
Communication Disability,Region V (Bicol Region),Severe,PH050000000,CATANDUANES,PH052000000,484,272941,178.0,2.250420002308894
Communication Disability,Region V (Bicol Region),Severe,PH050000000,MASBATE,PH054100000,1105,937079,118.0,2.0718820073061255
Communication Disability,Region V (Bicol Region),Severe,PH050000000,SORSOGON,PH056200000,1323,845718,157.0,2.1958996524092336
Communication Disability,Region VI (Western Visayas),Mild,PH060000000,AKLAN,PH060400000,2844,605584,470.0,2.6720978579357175
Communication Disability,Region VI (Western Visayas),Mild,PH060000000,ANTIQUE,PH060600000,3273,612454,535.0,2.7283537820212285
Communication Disability,Region VI (Western Visayas),Mild,PH060000000,CAPIZ,PH061900000,3904,803083,487.0,2.6875289612146345
Communication Disability,Region VI (Western Visayas),Mild,PH060000000,GUIMARAS,PH067900000,700,185174,379.0,2.578639209968072
Communication Disability,Region VI (Western Visayas),Mild,PH060000000,ILOILO,PH063000000,11838,2524211,469.0,2.6711728427150834
Communication Disability,Region VI (Western Visayas),Mild,PH060000000,NEGROS OCCIDENTAL,PH064500000,11073,3174389,349.0,2.5428254269591797
Communication Disability,Region VI (Western Visayas),Moderate,PH060000000,AKLAN,PH060400000,1195,605584,198.0,2.296665190261531
Communication Disability,Region VI (Western Visayas),Moderate,PH060000000,ANTIQUE,PH060600000,1344,612454,220.0,2.342422680822206
Communication Disability,Region VI (Western Visayas),Moderate,PH060000000,CAPIZ,PH061900000,1306,803083,163.0,2.2121876044039577
Communication Disability,Region VI (Western Visayas),Moderate,PH060000000,GUIMARAS,PH067900000,310,185174,168.0,2.225309281725863
Communication Disability,Region VI (Western Visayas),Moderate,PH060000000,ILOILO,PH063000000,4613,2524211,183.0,2.2624510897304293
Communication Disability,Region VI (Western Visayas),Moderate,PH060000000,NEGROS OCCIDENTAL,PH064500000,4295,3174389,136.0,2.1335389083702174
Communication Disability,Region VI (Western Visayas),Severe,PH060000000,AKLAN,PH060400000,988,605584,164.0,2.214843848047698
Communication Disability,Region VI (Western Visayas),Severe,PH060000000,ANTIQUE,PH060600000,1070,612454,175.0,2.2430380486862944
Communication Disability,Region VI (Western Visayas),Severe,PH060000000,CAPIZ,PH061900000,1045,803083,131.0,2.1172712956557644
Communication Disability,Region VI (Western Visayas),Severe,PH060000000,GUIMARAS,PH067900000,279,185174,151.0,2.1789769472931693
Communication Disability,Region VI (Western Visayas),Severe,PH060000000,ILOILO,PH063000000,3698,2524211,147.0,2.167317334748176
Communication Disability,Region VI (Western Visayas),Severe,PH060000000,NEGROS OCCIDENTAL,PH064500000,3910,3174389,124.0,2.093421685162235
Communication Disability,Region VII (Central Visayas),Mild,PH070000000,BOHOL,PH071200000,6136,1365107,450.0,2.6532125137753435
Communication Disability,Region VII (Central Visayas),Mild,PH070000000,CEBU,PH072200000,16324,5085207,322.0,2.507855871695831
Communication Disability,Region VII (Central Visayas),Mild,PH070000000,NEGROS ORIENTAL,PH074600000,5990,1406274,426.0,2.629409599102719
Communication Disability,Region VII (Central Visayas),Mild,PH070000000,SIQUIJOR,PH076100000,507,100457,505.0,2.7032913781186614
Communication Disability,Region VII (Central Visayas),Moderate,PH070000000,BOHOL,PH071200000,2779,1365107,204.0,2.3096301674258988
Communication Disability,Region VII (Central Visayas),Moderate,PH070000000,CEBU,PH072200000,6866,5085207,136.0,2.1335389083702174
Communication Disability,Region VII (Central Visayas),Moderate,PH070000000,NEGROS ORIENTAL,PH074600000,2507,1406274,179.0,2.2528530309798933
Communication Disability,Region VII (Central Visayas),Moderate,PH070000000,SIQUIJOR,PH076100000,214,100457,214.0,2.330413773349191
Communication Disability,Region VII (Central Visayas),Severe,PH070000000,BOHOL,PH071200000,2286,1365107,168.0,2.225309281725863
Communication Disability,Region VII (Central Visayas),Severe,PH070000000,CEBU,PH072200000,5991,5085207,118.0,2.0718820073061255
Communication Disability,Region VII (Central Visayas),Severe,PH070000000,NEGROS ORIENTAL,PH074600000,2064,1406274,147.0,2.167317334748176
Communication Disability,Region VII (Central Visayas),Severe,PH070000000,SIQUIJOR,PH076100000,182,100457,182.0,2.2600713879850747
Communication Disability,Region VIII (Eastern Visayas),Mild,PH080000000,BILIRAN,PH087800000,700,179362,391.0,2.5921767573958667
Communication Disability,Region VIII (Eastern Visayas),Mild,PH080000000,EASTERN SAMAR,PH082600000,2201,503495,438.0,2.6414741105040997
Communication Disability,Region VIII (Eastern Visayas),Mild,PH080000000,LEYTE,PH083700000,7573,2124269,357.0,2.552668216112193
Communication Disability,Region VIII (Eastern Visayas),Mild,PH080000000,NORTHERN SAMAR,PH084800000,2593,668766,388.0,2.5888317255942073
Communication Disability,Region VIII (Eastern Visayas),Mild,PH080000000,SAMAR (WESTERN SAMAR),PH086000000,2374,822095,289.0,2.4608978427565478
Communication Disability,Region VIII (Eastern Visayas),Mild,PH080000000,SOUTHERN LEYTE,PH086400000,2118,444355,477.0,2.678518379040114
Communication Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,BILIRAN,PH087800000,327,179362,183.0,2.2624510897304293
Communication Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,EASTERN SAMAR,PH082600000,884,503495,176.0,2.24551266781415
Communication Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,LEYTE,PH083700000,3326,2124269,157.0,2.1958996524092336
Communication Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,NORTHERN SAMAR,PH084800000,1021,668766,153.0,2.184691430817599
Communication Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,SAMAR (WESTERN SAMAR),PH086000000,898,822095,110.0,2.041392685158225
Communication Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,SOUTHERN LEYTE,PH086400000,946,444355,213.0,2.3283796034387376
Communication Disability,Region VIII (Eastern Visayas),Severe,PH080000000,BILIRAN,PH087800000,272,179362,152.0,2.1818435879447726
Communication Disability,Region VIII (Eastern Visayas),Severe,PH080000000,EASTERN SAMAR,PH082600000,692,503495,138.0,2.1398790864012365
Communication Disability,Region VIII (Eastern Visayas),Severe,PH080000000,LEYTE,PH083700000,2767,2124269,131.0,2.1172712956557644
Communication Disability,Region VIII (Eastern Visayas),Severe,PH080000000,NORTHERN SAMAR,PH084800000,892,668766,134.0,2.1271047983648077
Communication Disability,Region VIII (Eastern Visayas),Severe,PH080000000,SAMAR (WESTERN SAMAR),PH086000000,756,822095,92.0,1.9637878273455553
Communication Disability,Region VIII (Eastern Visayas),Severe,PH080000000,SOUTHERN LEYTE,PH086400000,716,444355,162.0,2.2095150145426308
Communication Disability,Region X (Northern Mindanao),Mild,PH100000000,BUKIDNON,PH101300000,6486,1510189,430.0,2.6334684555795866
Communication Disability,Region X (Northern Mindanao),Mild,PH100000000,CAMIGUIN,PH101800000,327,92431,354.0,2.5490032620257876
Communication Disability,Region X (Northern Mindanao),Mild,PH100000000,LANAO DEL NORTE,PH103500000,3427,1095270,313.0,2.4955443375464483
Communication Disability,Region X (Northern Mindanao),Mild,PH100000000,MISAMIS OCCIDENTAL,PH104200000,2543,627158,406.0,2.6085260335771943
Communication Disability,Region X (Northern Mindanao),Mild,PH100000000,MISAMIS ORIENTAL,PH104300000,5127,1692002,304.0,2.482873583608754
Communication Disability,Region X (Northern Mindanao),Moderate,PH100000000,BUKIDNON,PH101300000,2351,1510189,156.0,2.1931245983544616
Communication Disability,Region X (Northern Mindanao),Moderate,PH100000000,CAMIGUIN,PH101800000,197,92431,214.0,2.330413773349191
Communication Disability,Region X (Northern Mindanao),Moderate,PH100000000,LANAO DEL NORTE,PH103500000,1149,1095270,105.0,2.0211892990699383
Communication Disability,Region X (Northern Mindanao),Moderate,PH100000000,MISAMIS OCCIDENTAL,PH104200000,1067,627158,171.0,2.2329961103921536
Communication Disability,Region X (Northern Mindanao),Moderate,PH100000000,MISAMIS ORIENTAL,PH104300000,2343,1692002,139.0,2.143014800254095
Communication Disability,Region X (Northern Mindanao),Severe,PH100000000,BUKIDNON,PH101300000,2103,1510189,140.0,2.146128035678238
Communication Disability,Region X (Northern Mindanao),Severe,PH100000000,CAMIGUIN,PH101800000,187,92431,203.0,2.307496037913213
Communication Disability,Region X (Northern Mindanao),Severe,PH100000000,LANAO DEL NORTE,PH103500000,1046,1095270,96.0,1.9822712330395684
Communication Disability,Region X (Northern Mindanao),Severe,PH100000000,MISAMIS OCCIDENTAL,PH104200000,857,627158,137.0,2.1367205671564067
Communication Disability,Region X (Northern Mindanao),Severe,PH100000000,MISAMIS ORIENTAL,PH104300000,1965,1692002,117.0,2.0681858617461617
Communication Disability,Region XIII (Caraga),Mild,PH160000000,AGUSAN DEL NORTE,PH160200000,2445,738775,331.0,2.519827993775719
Communication Disability,Region XIII (Caraga),Mild,PH160000000,AGUSAN DEL SUR,PH160300000,2518,734982,343.0,2.5352941200427703
Communication Disability,Region XIII (Caraga),Mild,PH160000000,DINAGAT ISLANDS,PH168500000,560,130671,429.0,2.6324572921847245
Communication Disability,Region XIII (Caraga),Mild,PH160000000,SURIGAO DEL NORTE,PH166700000,1845,528148,350.0,2.5440680443502757
Communication Disability,Region XIII (Caraga),Mild,PH160000000,SURIGAO DEL SUR,PH166800000,2695,620531,435.0,2.6384892569546374
Communication Disability,Region XIII (Caraga),Moderate,PH160000000,AGUSAN DEL NORTE,PH160200000,1155,738775,157.0,2.1958996524092336
Communication Disability,Region XIII (Caraga),Moderate,PH160000000,AGUSAN DEL SUR,PH160300000,1257,734982,172.0,2.2355284469075487
Communication Disability,Region XIII (Caraga),Moderate,PH160000000,DINAGAT ISLANDS,PH168500000,202,130671,155.0,2.1903316981702914
Communication Disability,Region XIII (Caraga),Moderate,PH160000000,SURIGAO DEL NORTE,PH166700000,775,528148,147.0,2.167317334748176
Communication Disability,Region XIII (Caraga),Moderate,PH160000000,SURIGAO DEL SUR,PH166800000,1076,620531,174.0,2.2405492482826
Communication Disability,Region XIII (Caraga),Severe,PH160000000,AGUSAN DEL NORTE,PH160200000,914,738775,124.0,2.093421685162235
Communication Disability,Region XIII (Caraga),Severe,PH160000000,AGUSAN DEL SUR,PH160300000,1036,734982,141.0,2.1492191126553797
Communication Disability,Region XIII (Caraga),Severe,PH160000000,DINAGAT ISLANDS,PH168500000,144,130671,111.0,2.0453229787866576
Communication Disability,Region XIII (Caraga),Severe,PH160000000,SURIGAO DEL NORTE,PH166700000,679,528148,129.0,2.110589710299249
Communication Disability,Region XIII (Caraga),Severe,PH160000000,SURIGAO DEL SUR,PH166800000,935,620531,151.0,2.1789769472931693
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,BASILAN,PH150700000,2927,386697,757.0,2.8790958795000727
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,LANAO DEL SUR,PH153600000,29056,1146287,2535.0,3.403977963669355
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,MAGUINDANAO,PH153800000,13438,1323051,1016.0,3.0068937079479006
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,SULU,PH156600000,3067,913590,336.0,2.526339277389844
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,TAWI-TAWI,PH157000000,3789,413690,916.0,2.9618954736678504
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,BASILAN,PH150700000,231,386697,60.0,1.7781512503836436
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,LANAO DEL SUR,PH153600000,2077,1146287,182.0,2.2600713879850747
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,MAGUINDANAO,PH153800000,839,1323051,64.0,1.806179973983887
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,SULU,PH156600000,166,913590,19.0,1.2787536009528289
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,TAWI-TAWI,PH157000000,181,413690,44.0,1.6434526764861874
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,BASILAN,PH150700000,68,386697,18.0,1.255272505103306
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,LANAO DEL SUR,PH153600000,342,1146287,30.0,1.4771212547196624
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,MAGUINDANAO,PH153800000,139,1323051,11.0,1.0413926851582251
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,SULU,PH156600000,40,913590,5.0,0.6989700043360189
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,TAWI-TAWI,PH157000000,36,413690,9.0,0.9542425094393249
Hearing Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,ABRA,PH140100000,6888,247402,2785.0,3.4448251995097476
Hearing Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,APAYAO,PH148100000,3132,123899,2528.0,3.402777069610347
Hearing Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,BENGUET,PH141100000,14689,848552,1732.0,3.2385478876813276
Hearing Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,IFUGAO,PH142700000,3435,210669,1631.0,3.212453961040276
Hearing Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,KALINGA,PH143200000,4359,220230,1980.0,3.296665190261531
Hearing Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,MOUNTAIN PROVINCE,PH144400000,2898,156987,1847.0,3.2664668954402414
Hearing Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,ABRA,PH140100000,1196,247402,484.0,2.6848453616444123
Hearing Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,APAYAO,PH148100000,499,123899,403.0,2.6053050461411096
Hearing Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,BENGUET,PH141100000,1974,848552,233.0,2.367355921026019
Hearing Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,IFUGAO,PH142700000,641,210669,305.0,2.484299839346786
Hearing Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,KALINGA,PH143200000,698,220230,317.0,2.5010592622177517
Hearing Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,MOUNTAIN PROVINCE,PH144400000,514,156987,328.0,2.515873843711679
Hearing Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,ABRA,PH140100000,171,247402,70.0,1.845098040014257
Hearing Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,APAYAO,PH148100000,117,123899,95.0,1.9777236052888478
Hearing Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,BENGUET,PH141100000,600,848552,71.0,1.8512583487190752
Hearing Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,IFUGAO,PH142700000,132,210669,63.0,1.7993405494535817
Hearing Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,KALINGA,PH143200000,166,220230,76.0,1.8808135922807914
Hearing Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,MOUNTAIN PROVINCE,PH144400000,92,156987,59.0,1.7708520116421442
Hearing Disability,MIMAROPA Region,Mild,PH170000000,MARINDUQUE,PH174000000,5491,241036,2279.0,3.3577443251803754
Hearing Disability,MIMAROPA Region,Mild,PH170000000,OCCIDENTAL MINDORO,PH175100000,9711,515134,1886.0,3.2755416884013098
Hearing Disability,MIMAROPA Region,Mild,PH170000000,ORIENTAL MINDORO,PH175200000,15569,901270,1728.0,3.2375437381428744
Hearing Disability,MIMAROPA Region,Mild,PH170000000,PALAWAN,PH175300000,24910,1216009,2049.0,3.311541958401195
Hearing Disability,MIMAROPA Region,Mild,PH170000000,ROMBLON,PH175900000,7770,301407,2578.0,3.4112829130173843
Hearing Disability,MIMAROPA Region,Moderate,PH170000000,MARINDUQUE,PH174000000,833,241036,346.0,2.5390760987927767
Hearing Disability,MIMAROPA Region,Moderate,PH170000000,OCCIDENTAL MINDORO,PH175100000,1145,515134,223.0,2.3483048630481607
Hearing Disability,MIMAROPA Region,Moderate,PH170000000,ORIENTAL MINDORO,PH175200000,2230,901270,248.0,2.3944516808262164
Hearing Disability,MIMAROPA Region,Moderate,PH170000000,PALAWAN,PH175300000,3207,1216009,264.0,2.4216039268698313
Hearing Disability,MIMAROPA Region,Moderate,PH170000000,ROMBLON,PH175900000,1230,301407,409.0,2.611723308007342
Hearing Disability,MIMAROPA Region,Severe,PH170000000,MARINDUQUE,PH174000000,261,241036,109.0,2.037426497940624
Hearing Disability,MIMAROPA Region,Severe,PH170000000,OCCIDENTAL MINDORO,PH175100000,289,515134,57.0,1.7558748556724915
Hearing Disability,MIMAROPA Region,Severe,PH170000000,ORIENTAL MINDORO,PH175200000,588,901270,66.0,1.8195439355418688
Hearing Disability,MIMAROPA Region,Severe,PH170000000,PALAWAN,PH175300000,682,1216009,57.0,1.7558748556724915
Hearing Disability,MIMAROPA Region,Severe,PH170000000,ROMBLON,PH175900000,238,301407,79.0,1.8976270912904414
Hearing Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH133900000,26053,1886920,1381.0,3.140193678578631
Hearing Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH137600000,33434,4015981,833.0,2.9206450014067875
Hearing Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH137400000,38889,4960933,784.0,2.8943160626844384
Hearing Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",PH137500000,27363,2940822,931.0,2.9689496809813427
Hearing Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH133900000,2423,1886920,129.0,2.110589710299249
Hearing Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH137600000,3286,4015981,82.0,1.9138138523837167
Hearing Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH137400000,4191,4960933,85.0,1.9294189257142926
Hearing Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",PH137500000,2669,2940822,91.0,1.9590413923210936
Hearing Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH133900000,933,1886920,50.0,1.6989700043360187
