Region,Province,Sex,Disability,Status,Household Population 5 Years Old and Over with Functional Difficulty,Gender Population,Gender affected by disability per 100k
Region VIII (Eastern Visayas),BILIRAN,Male,Cognitive Disability,Mild,1151,89681.0,1283
Region VIII (Eastern Visayas),BILIRAN,Male,Cognitive Disability,Moderate,155,89681.0,172
Region VIII (Eastern Visayas),BILIRAN,Male,Cognitive Disability,Severe,49,89681.0,54
Region VIII (Eastern Visayas),BILIRAN,Male,Communication Disability,Mild,357,89681.0,398
Region VIII (Eastern Visayas),BILIRAN,Male,Communication Disability,Moderate,162,89681.0,180
Region VIII (Eastern Visayas),BILIRAN,Male,Communication Disability,Severe,126,89681.0,140
Region VIII (Eastern Visayas),BILIRAN,Male,Hearing Disability,Mild,1500,89681.0,1672
Region VIII (Eastern Visayas),BILIRAN,Male,Hearing Disability,Moderate,208,89681.0,231
Region VIII (Eastern Visayas),BILIRAN,Male,Hearing Disability,Severe,67,89681.0,74
Region VIII (Eastern Visayas),BILIRAN,Male,Mobility Disability,Mild,1626,89681.0,1813
Region VIII (Eastern Visayas),BILIRAN,Male,Mobility Disability,Moderate,289,89681.0,322
Region VIII (Eastern Visayas),BILIRAN,Male,Mobility Disability,Severe,153,89681.0,170
Region VIII (Eastern Visayas),BILIRAN,Male,Self-Care Disability,Mild,277,89681.0,308
Region VIII (Eastern Visayas),BILIRAN,Male,Self-Care Disability,Moderate,93,89681.0,103
Region VIII (Eastern Visayas),BILIRAN,Male,Self-Care Disability,Severe,176,89681.0,196
Region VIII (Eastern Visayas),BILIRAN,Male,Visual Disability,Mild,3617,89681.0,4033
Region VIII (Eastern Visayas),BILIRAN,Male,Visual Disability,Moderate,210,89681.0,234
Region VIII (Eastern Visayas),BILIRAN,Male,Visual Disability,Severe,70,89681.0,78
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Cognitive Disability,Mild,5012,251747.5,1990
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Cognitive Disability,Moderate,642,251747.5,255
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Cognitive Disability,Severe,184,251747.5,73
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Communication Disability,Mild,1086,251747.5,431
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Communication Disability,Moderate,439,251747.5,174
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Communication Disability,Severe,369,251747.5,146
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Hearing Disability,Mild,6466,251747.5,2568
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Hearing Disability,Moderate,1043,251747.5,414
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Hearing Disability,Severe,174,251747.5,69
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Mobility Disability,Mild,6953,251747.5,2761
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Mobility Disability,Moderate,1378,251747.5,547
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Mobility Disability,Severe,554,251747.5,220
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Self-Care Disability,Mild,995,251747.5,395
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Self-Care Disability,Moderate,376,251747.5,149
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Self-Care Disability,Severe,532,251747.5,211
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Visual Disability,Mild,21358,251747.5,8483
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Visual Disability,Moderate,1811,251747.5,719
Region VIII (Eastern Visayas),EASTERN SAMAR,Female,Visual Disability,Severe,251,251747.5,99
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Cognitive Disability,Mild,3585,251747.5,1424
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Cognitive Disability,Moderate,475,251747.5,188
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Cognitive Disability,Severe,148,251747.5,58
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Communication Disability,Mild,1115,251747.5,442
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Communication Disability,Moderate,445,251747.5,176
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Communication Disability,Severe,323,251747.5,128
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Hearing Disability,Mild,6325,251747.5,2512
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Hearing Disability,Moderate,1100,251747.5,436
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Hearing Disability,Severe,184,251747.5,73
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Mobility Disability,Mild,6675,251747.5,2651
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Mobility Disability,Moderate,1206,251747.5,479
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Mobility Disability,Severe,412,251747.5,163
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Self-Care Disability,Mild,812,251747.5,322
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Self-Care Disability,Moderate,327,251747.5,129
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Self-Care Disability,Severe,401,251747.5,159
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Visual Disability,Mild,18161,251747.5,7213
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Visual Disability,Moderate,1507,251747.5,598
Region VIII (Eastern Visayas),EASTERN SAMAR,Male,Visual Disability,Severe,203,251747.5,80
Region VIII (Eastern Visayas),LEYTE,Female,Cognitive Disability,Mild,18533,1062134.5,1744
Region VIII (Eastern Visayas),LEYTE,Female,Cognitive Disability,Moderate,2258,1062134.5,212
Region VIII (Eastern Visayas),LEYTE,Female,Cognitive Disability,Severe,696,1062134.5,65
Region VIII (Eastern Visayas),LEYTE,Female,Communication Disability,Mild,3765,1062134.5,354
Region VIII (Eastern Visayas),LEYTE,Female,Communication Disability,Moderate,1633,1062134.5,153
Region VIII (Eastern Visayas),LEYTE,Female,Communication Disability,Severe,1384,1062134.5,130
Region VIII (Eastern Visayas),LEYTE,Female,Hearing Disability,Mild,19412,1062134.5,1827
Region VIII (Eastern Visayas),LEYTE,Female,Hearing Disability,Moderate,2729,1062134.5,256
Region VIII (Eastern Visayas),LEYTE,Female,Hearing Disability,Severe,660,1062134.5,62
Region VIII (Eastern Visayas),LEYTE,Female,Mobility Disability,Mild,18983,1062134.5,1787
Region VIII (Eastern Visayas),LEYTE,Female,Mobility Disability,Moderate,3509,1062134.5,330
Region VIII (Eastern Visayas),LEYTE,Female,Mobility Disability,Severe,1893,1062134.5,178
Region VIII (Eastern Visayas),LEYTE,Female,Self-Care Disability,Mild,3877,1062134.5,365
Region VIII (Eastern Visayas),LEYTE,Female,Self-Care Disability,Moderate,1445,1062134.5,136
Region VIII (Eastern Visayas),LEYTE,Female,Self-Care Disability,Severe,2150,1062134.5,202
Region VIII (Eastern Visayas),LEYTE,Female,Visual Disability,Mild,74110,1062134.5,6977
Region VIII (Eastern Visayas),LEYTE,Female,Visual Disability,Moderate,5143,1062134.5,484
Region VIII (Eastern Visayas),LEYTE,Female,Visual Disability,Severe,949,1062134.5,89
Region VIII (Eastern Visayas),LEYTE,Male,Cognitive Disability,Mild,13461,1062134.5,1267
Region VIII (Eastern Visayas),LEYTE,Male,Cognitive Disability,Moderate,1692,1062134.5,159
Region VIII (Eastern Visayas),LEYTE,Male,Cognitive Disability,Severe,596,1062134.5,56
Region VIII (Eastern Visayas),LEYTE,Male,Communication Disability,Mild,3808,1062134.5,358
Region VIII (Eastern Visayas),LEYTE,Male,Communication Disability,Moderate,1693,1062134.5,159
Region VIII (Eastern Visayas),LEYTE,Male,Communication Disability,Severe,1383,1062134.5,130
Region VIII (Eastern Visayas),LEYTE,Male,Hearing Disability,Mild,17878,1062134.5,1683
Region VIII (Eastern Visayas),LEYTE,Male,Hearing Disability,Moderate,2574,1062134.5,242
Region VIII (Eastern Visayas),LEYTE,Male,Hearing Disability,Severe,758,1062134.5,71
Region VIII (Eastern Visayas),LEYTE,Male,Mobility Disability,Mild,16887,1062134.5,1589
Region VIII (Eastern Visayas),LEYTE,Male,Mobility Disability,Moderate,3486,1062134.5,328
Region VIII (Eastern Visayas),LEYTE,Male,Mobility Disability,Severe,1570,1062134.5,147
Region VIII (Eastern Visayas),LEYTE,Male,Self-Care Disability,Mild,3416,1062134.5,321
Region VIII (Eastern Visayas),LEYTE,Male,Self-Care Disability,Moderate,1280,1062134.5,120
Region VIII (Eastern Visayas),LEYTE,Male,Self-Care Disability,Severe,1855,1062134.5,174
Region VIII (Eastern Visayas),LEYTE,Male,Visual Disability,Mild,58271,1062134.5,5486
Region VIII (Eastern Visayas),LEYTE,Male,Visual Disability,Moderate,3835,1062134.5,361
Region VIII (Eastern Visayas),LEYTE,Male,Visual Disability,Severe,775,1062134.5,72
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Cognitive Disability,Mild,7221,334383.0,2159
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Cognitive Disability,Moderate,801,334383.0,239
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Cognitive Disability,Severe,220,334383.0,65
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Communication Disability,Mild,1323,334383.0,395
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Communication Disability,Moderate,493,334383.0,147
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Communication Disability,Severe,424,334383.0,126
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Hearing Disability,Mild,8411,334383.0,2515
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Hearing Disability,Moderate,1251,334383.0,374
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Hearing Disability,Severe,223,334383.0,66
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Mobility Disability,Mild,7729,334383.0,2311
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Mobility Disability,Moderate,1382,334383.0,413
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Mobility Disability,Severe,582,334383.0,174
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Self-Care Disability,Mild,1594,334383.0,476
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Self-Care Disability,Moderate,426,334383.0,127
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Self-Care Disability,Severe,657,334383.0,196
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Visual Disability,Mild,31169,334383.0,9321
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Visual Disability,Moderate,2565,334383.0,767
Region VIII (Eastern Visayas),NORTHERN SAMAR,Female,Visual Disability,Severe,348,334383.0,104
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Cognitive Disability,Mild,5056,334383.0,1512
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Cognitive Disability,Moderate,630,334383.0,188
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Cognitive Disability,Severe,182,334383.0,54
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Communication Disability,Mild,1270,334383.0,379
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Communication Disability,Moderate,528,334383.0,157
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Communication Disability,Severe,468,334383.0,139
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Hearing Disability,Mild,7897,334383.0,2361
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Hearing Disability,Moderate,1257,334383.0,375
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Hearing Disability,Severe,288,334383.0,86
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Mobility Disability,Mild,6971,334383.0,2084
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Mobility Disability,Moderate,1303,334383.0,389
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Mobility Disability,Severe,500,334383.0,149
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Self-Care Disability,Mild,1489,334383.0,445
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Self-Care Disability,Moderate,388,334383.0,116
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Self-Care Disability,Severe,539,334383.0,161
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Visual Disability,Mild,24673,334383.0,7378
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Visual Disability,Moderate,2067,334383.0,618
Region VIII (Eastern Visayas),NORTHERN SAMAR,Male,Visual Disability,Severe,251,334383.0,75
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Cognitive Disability,Mild,4294,411047.5,1044
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Cognitive Disability,Moderate,578,411047.5,140
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Cognitive Disability,Severe,149,411047.5,36
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Communication Disability,Mild,1168,411047.5,284
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Communication Disability,Moderate,454,411047.5,110
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Communication Disability,Severe,396,411047.5,96
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Hearing Disability,Mild,6215,411047.5,1511
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Hearing Disability,Moderate,892,411047.5,217
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Hearing Disability,Severe,183,411047.5,44
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Mobility Disability,Mild,6244,411047.5,1519
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Mobility Disability,Moderate,997,411047.5,242
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Mobility Disability,Severe,482,411047.5,117
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Self-Care Disability,Mild,1162,411047.5,282
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Self-Care Disability,Moderate,371,411047.5,90
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Self-Care Disability,Severe,520,411047.5,126
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Visual Disability,Mild,23701,411047.5,5766
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Visual Disability,Moderate,1523,411047.5,370
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Female,Visual Disability,Severe,305,411047.5,74
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Cognitive Disability,Mild,3047,411047.5,741
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Cognitive Disability,Moderate,432,411047.5,105
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Cognitive Disability,Severe,132,411047.5,32
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Communication Disability,Mild,1206,411047.5,293
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Communication Disability,Moderate,444,411047.5,108
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Communication Disability,Severe,360,411047.5,87
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Hearing Disability,Mild,5802,411047.5,1411
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Hearing Disability,Moderate,874,411047.5,212
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Hearing Disability,Severe,211,411047.5,51
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Mobility Disability,Mild,5827,411047.5,1417
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Mobility Disability,Moderate,1040,411047.5,253
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Mobility Disability,Severe,403,411047.5,98
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Self-Care Disability,Mild,1028,411047.5,250
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Self-Care Disability,Moderate,339,411047.5,82
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Self-Care Disability,Severe,424,411047.5,103
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Visual Disability,Mild,19171,411047.5,4663
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Visual Disability,Moderate,1202,411047.5,292
Region VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),Male,Visual Disability,Severe,247,411047.5,60
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Cognitive Disability,Mild,6036,222177.5,2716
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Cognitive Disability,Moderate,715,222177.5,321
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Cognitive Disability,Severe,219,222177.5,98
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Communication Disability,Mild,1085,222177.5,488
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Communication Disability,Moderate,506,222177.5,227
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Communication Disability,Severe,362,222177.5,162
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Hearing Disability,Mild,5155,222177.5,2320
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Hearing Disability,Moderate,724,222177.5,325
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Hearing Disability,Severe,154,222177.5,69
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Mobility Disability,Mild,4183,222177.5,1882
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Mobility Disability,Moderate,935,222177.5,420
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Mobility Disability,Severe,511,222177.5,229
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Self-Care Disability,Mild,1431,222177.5,644
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Self-Care Disability,Moderate,452,222177.5,203
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Self-Care Disability,Severe,630,222177.5,283
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Visual Disability,Mild,17487,222177.5,7870
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Visual Disability,Moderate,1406,222177.5,632
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Female,Visual Disability,Severe,213,222177.5,95
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Male,Cognitive Disability,Mild,4346,222177.5,1956
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Male,Cognitive Disability,Moderate,519,222177.5,233
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Male,Cognitive Disability,Severe,179,222177.5,80
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Male,Communication Disability,Mild,1033,222177.5,464
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Male,Communication Disability,Moderate,440,222177.5,198
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Male,Communication Disability,Severe,354,222177.5,159
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Male,Hearing Disability,Mild,4697,222177.5,2114
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Male,Hearing Disability,Moderate,732,222177.5,329
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Male,Hearing Disability,Severe,168,222177.5,75
Region VIII (Eastern Visayas),SOUTHERN LEYTE,Male,Mobility Disability,Mild,3949,222177.5,1777
