Region,Province,RegCode_New,ProvCode_New,Disability,Sex,Status,Household Population 5 Years Old and Over with Functional Difficulty,Age: 5-19,Age: 20-34,Age: 35–54,Age: 55-80+
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,All,175,4,4,18,149
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Mild,149,4,3,17,125
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Moderate,19,0,1,0,18
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Severe,7,0,0,1,6
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,All,83,0,1,8,74
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Mild,74,0,1,8,65
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Moderate,6,0,0,0,6
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Severe,3,0,0,0,3
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,All,92,4,3,10,75
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Mild,75,4,2,9,60
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Moderate,13,0,1,0,12
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Severe,4,0,0,1,3
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,All,110,11,11,14,74
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,Mild,81,5,4,13,59
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,Moderate,20,3,5,0,12
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,Severe,9,3,2,1,3
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,All,49,5,2,6,36
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,Mild,41,2,2,6,31
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,Moderate,5,3,0,0,2
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,Severe,3,0,0,0,3
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,All,61,6,9,8,38
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,Mild,40,3,2,7,28
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,Moderate,15,0,5,0,10
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,Severe,6,3,2,1,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,All,771,18,30,279,444
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,Mild,656,14,29,263,350
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,Moderate,111,1,1,16,93
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,Severe,4,3,0,0,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,All,391,10,11,153,217
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,Mild,337,7,11,145,174
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,Moderate,51,0,0,8,43
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,Severe,3,3,0,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,All,380,8,19,126,227
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,Mild,319,7,18,118,176
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,Moderate,60,1,1,8,50
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,Severe,1,0,0,0,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,All,442,3,6,145,288
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,Mild,408,2,6,142,258
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,Moderate,31,0,0,2,29
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,Severe,3,1,0,1,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,All,218,1,3,81,133
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,Mild,202,1,3,79,119
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,Moderate,16,0,0,2,14
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,Severe,0,0,0,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,All,224,2,3,64,155
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,Mild,206,1,3,63,139
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,Moderate,15,0,0,0,15
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,Severe,3,1,0,1,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,All,344,1,6,91,246
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,Mild,330,1,6,91,232
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,Moderate,12,0,0,0,12
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,Severe,2,0,0,0,2
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,All,167,1,4,49,113
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,Mild,159,1,4,49,105
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,Moderate,8,0,0,0,8
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,Severe,0,0,0,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,All,177,0,2,42,133
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,Mild,171,0,2,42,127
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,Moderate,4,0,0,0,4
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,Severe,2,0,0,0,2
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,All,443,8,6,140,289
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Mild,422,7,4,140,271
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Moderate,20,1,2,0,17
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Severe,1,0,0,0,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,All,228,5,2,83,138
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Mild,219,5,2,83,129
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Moderate,9,0,0,0,9
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Severe,0,0,0,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,All,215,3,4,57,151
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Mild,203,2,2,57,142
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Moderate,11,1,2,0,8
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Severe,1,0,0,0,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,All,253,7,2,50,194
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Mild,243,7,2,48,186
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Moderate,8,0,0,1,7
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Severe,2,0,0,1,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,All,131,5,1,30,95
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Mild,127,5,1,29,92
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Moderate,4,0,0,1,3
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Severe,0,0,0,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,All,122,2,1,20,99
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Mild,116,2,1,19,94
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Moderate,4,0,0,0,4
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Severe,2,0,0,1,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,All,142,13,20,23,86
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,Mild,109,4,8,16,81
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,Moderate,18,6,1,6,5
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,Severe,15,3,11,1,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,All,64,6,6,10,42
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,Mild,55,2,4,9,40
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,Moderate,5,2,0,1,2
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,Severe,4,2,2,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,All,78,7,14,13,44
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,Mild,54,2,4,7,41
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,Moderate,13,4,1,5,3
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,Severe,11,1,9,1,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,All,832,5,27,355,445
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,Mild,739,4,25,343,367
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,Moderate,89,1,0,12,76
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,Severe,4,0,2,0,2
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,All,445,3,13,192,237
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,Mild,406,2,12,187,205
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,Moderate,36,1,0,5,30
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,Severe,3,0,1,0,2
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,All,387,2,14,163,208
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,Mild,333,2,13,156,162
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,Moderate,53,0,0,7,46
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,Severe,1,0,1,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,All,381,2,4,79,296
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,Mild,338,1,3,76,258
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,Moderate,39,0,1,2,36
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,Severe,4,1,0,1,2
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,All,192,1,2,48,141
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,Mild,168,1,2,47,118
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,Moderate,21,0,0,0,21
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,Severe,3,0,0,1,2
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,All,189,1,2,31,155
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,Mild,170,0,1,29,140
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,Moderate,18,0,1,2,15
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,Severe,1,1,0,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,All,342,2,5,66,269
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,Mild,319,1,5,66,247
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,Moderate,21,0,0,0,21
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,Severe,2,1,0,0,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,All,165,1,2,28,134
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,Mild,153,1,2,28,122
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,Moderate,11,0,0,0,11
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,Severe,1,0,0,0,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,All,177,1,3,38,135
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,Mild,166,0,3,38,125
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,Moderate,10,0,0,0,10
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,Severe,1,1,0,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,All,366,9,6,118,233
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Mild,341,4,5,117,215
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Moderate,20,1,1,1,17
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Severe,5,4,0,0,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,All,205,4,3,66,132
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Mild,192,2,3,65,122
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Moderate,10,0,0,1,9
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Severe,3,2,0,0,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,All,161,5,3,52,101
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Mild,149,2,2,52,93
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Moderate,10,1,1,0,8
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Severe,2,2,0,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,All,192,77,3,17,95
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Mild,161,58,3,16,84
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Moderate,22,10,0,1,11
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Severe,9,9,0,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,All,103,36,2,10,55
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Mild,86,27,2,9,48
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Moderate,14,6,0,1,7
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Severe,3,3,0,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,All,89,41,1,7,40
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Mild,75,31,1,7,36
