Disability,Region,Status,RegCode_New,Province,Household Population 5 Years Old and Over with Functional Difficulty,Province_pcode,Population,Person affected by disability per 100k,scale affected
Communication Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,SULTAN KUDARAT,776,PH126500000,855241,91.0,1.9590413923210936
Communication Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,COTABATO (NORTH COTABATO),1408,PH124700000,1527149,93.0,1.968482948553935
Communication Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,SARANGANI,4214,PH128000000,583791,722.0,2.858537197569639
Communication Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,SOUTH COTABATO,1745,PH126300000,1644256,107.0,2.0293837776852097
Communication Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,SULTAN KUDARAT,596,PH126500000,855241,70.0,1.845098040014257
Communication Disability,Region I (Ilocos Region),Mild,PH010000000,ILOCOS NORTE,2308,PH012800000,613421,377.0,2.576341350205793
Communication Disability,Region I (Ilocos Region),Mild,PH010000000,ILOCOS SUR,2721,PH012900000,715810,381.0,2.5809249756756194
Communication Disability,Region I (Ilocos Region),Mild,PH010000000,LA UNION,2660,PH013300000,828194,322.0,2.507855871695831
Communication Disability,Region I (Ilocos Region),Mild,PH010000000,PANGASINAN,11144,PH015500000,3113382,358.0,2.5538830266438746
Communication Disability,Region I (Ilocos Region),Moderate,PH010000000,ILOCOS NORTE,930,PH012800000,613421,152.0,2.1818435879447726
Communication Disability,Region I (Ilocos Region),Moderate,PH010000000,ILOCOS SUR,1178,PH012900000,715810,165.0,2.2174839442139063
Communication Disability,Region I (Ilocos Region),Moderate,PH010000000,LA UNION,1279,PH013300000,828194,155.0,2.1903316981702914
Communication Disability,Region I (Ilocos Region),Moderate,PH010000000,PANGASINAN,4507,PH015500000,3113382,145.0,2.161368002234975
Communication Disability,Region I (Ilocos Region),Severe,PH010000000,ILOCOS NORTE,747,PH012800000,613421,122.0,2.0863598306747484
Communication Disability,Region I (Ilocos Region),Severe,PH010000000,ILOCOS SUR,914,PH012900000,715810,128.0,2.1072099696478683
Communication Disability,Region I (Ilocos Region),Severe,PH010000000,LA UNION,1231,PH013300000,828194,149.0,2.173186268412274
Communication Disability,Region I (Ilocos Region),Severe,PH010000000,PANGASINAN,3995,PH015500000,3113382,129.0,2.110589710299249
Communication Disability,Region II (Cagayan Valley),Mild,PH020000000,BATANES,84,PH020900000,17874,470.0,2.6720978579357175
Communication Disability,Region II (Cagayan Valley),Mild,PH020000000,CAGAYAN,4790,PH021500000,1273322,377.0,2.576341350205793
Communication Disability,Region II (Cagayan Valley),Mild,PH020000000,ISABELA,6429,PH023100000,1685739,382.0,2.582063362911709
Communication Disability,Region II (Cagayan Valley),Mild,PH020000000,NUEVA VIZCAYA,1892,PH025000000,482894,392.0,2.593286067020457
Communication Disability,Region II (Cagayan Valley),Mild,PH020000000,QUIRINO,562,PH025700000,197917,284.0,2.4533183400470375
Communication Disability,Region II (Cagayan Valley),Moderate,PH020000000,BATANES,40,PH020900000,17874,224.0,2.3502480183341627
Communication Disability,Region II (Cagayan Valley),Moderate,PH020000000,CAGAYAN,1769,PH021500000,1273322,139.0,2.143014800254095
Communication Disability,Region II (Cagayan Valley),Moderate,PH020000000,ISABELA,2509,PH023100000,1685739,149.0,2.173186268412274
Communication Disability,Region II (Cagayan Valley),Moderate,PH020000000,NUEVA VIZCAYA,776,PH025000000,482894,161.0,2.2068258760318495
Communication Disability,Region II (Cagayan Valley),Moderate,PH020000000,QUIRINO,291,PH025700000,197917,148.0,2.1702617153949575
Communication Disability,Region II (Cagayan Valley),Severe,PH020000000,BATANES,22,PH020900000,17874,124.0,2.093421685162235
Communication Disability,Region II (Cagayan Valley),Severe,PH020000000,CAGAYAN,1719,PH021500000,1273322,136.0,2.1335389083702174
Communication Disability,Region II (Cagayan Valley),Severe,PH020000000,ISABELA,2284,PH023100000,1685739,136.0,2.1335389083702174
Communication Disability,Region II (Cagayan Valley),Severe,PH020000000,NUEVA VIZCAYA,603,PH025000000,482894,125.0,2.0969100130080562
Communication Disability,Region II (Cagayan Valley),Severe,PH020000000,QUIRINO,211,PH025700000,197917,107.0,2.0293837776852097
Communication Disability,Region III (Central Luzon),Mild,PH030000000,AURORA,711,PH037700000,227530,313.0,2.4955443375464483
Communication Disability,Region III (Central Luzon),Mild,PH030000000,BATAAN,2042,PH030800000,836076,245.0,2.3891660843645326
Communication Disability,Region III (Central Luzon),Mild,PH030000000,BULACAN,10742,PH031400000,3646679,295.0,2.469822015978163
Communication Disability,Region III (Central Luzon),Mild,PH030000000,NUEVA ECIJA,8030,PH034900000,2355414,341.0,2.5327543789924976
Communication Disability,Region III (Central Luzon),Mild,PH030000000,PAMPANGA,6858,PH035400000,2893624,238.0,2.376576957056512
Communication Disability,Region III (Central Luzon),Mild,PH030000000,TARLAC,3904,PH036900000,1460137,268.0,2.428134794028789
Communication Disability,Region III (Central Luzon),Mild,PH030000000,ZAMBALES,2659,PH037100000,894254,298.0,2.4742162640762553
Communication Disability,Region III (Central Luzon),Moderate,PH030000000,AURORA,297,PH037700000,227530,131.0,2.1172712956557644
Communication Disability,Region III (Central Luzon),Moderate,PH030000000,BATAAN,960,PH030800000,836076,115.0,2.060697840353612
Communication Disability,Region III (Central Luzon),Moderate,PH030000000,BULACAN,4501,PH031400000,3646679,124.0,2.093421685162235
Communication Disability,Region III (Central Luzon),Moderate,PH030000000,NUEVA ECIJA,2902,PH034900000,2355414,124.0,2.093421685162235
Communication Disability,Region III (Central Luzon),Moderate,PH030000000,PAMPANGA,2459,PH035400000,2893624,85.0,1.9294189257142926
Communication Disability,Region III (Central Luzon),Moderate,PH030000000,TARLAC,1529,PH036900000,1460137,105.0,2.0211892990699383
Communication Disability,Region III (Central Luzon),Moderate,PH030000000,ZAMBALES,1199,PH037100000,894254,135.0,2.130333768495006
Communication Disability,Region III (Central Luzon),Severe,PH030000000,AURORA,278,PH037700000,227530,123.0,2.089905111439398
Communication Disability,Region III (Central Luzon),Severe,PH030000000,BATAAN,830,PH030800000,836076,100.0,2.0
Communication Disability,Region III (Central Luzon),Severe,PH030000000,BULACAN,3872,PH031400000,3646679,107.0,2.0293837776852097
Communication Disability,Region III (Central Luzon),Severe,PH030000000,NUEVA ECIJA,2497,PH034900000,2355414,107.0,2.0293837776852097
Communication Disability,Region III (Central Luzon),Severe,PH030000000,PAMPANGA,2525,PH035400000,2893624,88.0,1.9444826721501687
Communication Disability,Region III (Central Luzon),Severe,PH030000000,TARLAC,1617,PH036900000,1460137,111.0,2.0453229787866576
Communication Disability,Region III (Central Luzon),Severe,PH030000000,ZAMBALES,993,PH037100000,894254,112.0,2.0492180226701815
Communication Disability,Region IV-A (CALABARZON),Mild,PH040000000,BATANGAS,7847,PH041000000,3033730,259.0,2.413299764081252
Communication Disability,Region IV-A (CALABARZON),Mild,PH040000000,CAVITE,10149,PH042100000,4210866,242.0,2.383815365980431
Communication Disability,Region IV-A (CALABARZON),Mild,PH040000000,LAGUNA,9176,PH043400000,3343703,275.0,2.439332693830263
Communication Disability,Region IV-A (CALABARZON),Mild,PH040000000,QUEZON,8234,PH045600000,2260033,365.0,2.5622928644564746
Communication Disability,Region IV-A (CALABARZON),Mild,PH040000000,RIZAL,8058,PH045800000,3208959,252.0,2.401400540781544
Communication Disability,Region IV-A (CALABARZON),Moderate,PH040000000,BATANGAS,3110,PH041000000,3033730,103.0,2.012837224705172
Communication Disability,Region IV-A (CALABARZON),Moderate,PH040000000,CAVITE,4379,PH042100000,4210866,104.0,2.0170333392987803
Communication Disability,Region IV-A (CALABARZON),Moderate,PH040000000,LAGUNA,3274,PH043400000,3343703,98.0,1.9912260756924949
Communication Disability,Region IV-A (CALABARZON),Moderate,PH040000000,QUEZON,3564,PH045600000,2260033,158.0,2.1986570869544226
Communication Disability,Region IV-A (CALABARZON),Moderate,PH040000000,RIZAL,3113,PH045800000,3208959,98.0,1.9912260756924949
Communication Disability,Region IV-A (CALABARZON),Severe,PH040000000,BATANGAS,2887,PH041000000,3033730,96.0,1.9822712330395684
Communication Disability,Region IV-A (CALABARZON),Severe,PH040000000,CAVITE,4250,PH042100000,4210866,101.0,2.0043213737826426
Communication Disability,Region IV-A (CALABARZON),Severe,PH040000000,LAGUNA,2923,PH043400000,3343703,88.0,1.9444826721501687
Communication Disability,Region IV-A (CALABARZON),Severe,PH040000000,QUEZON,2663,PH045600000,2260033,118.0,2.0718820073061255
Communication Disability,Region IV-A (CALABARZON),Severe,PH040000000,RIZAL,2800,PH045800000,3208959,88.0,1.9444826721501687
Communication Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,CITY OF ISABELA (NOT A PROVINCE),372,PH099700000,127728,292.0,2.4653828514484184
Communication Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA DEL NORTE,4502,PH097200000,1047292,430.0,2.6334684555795866
Communication Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA DEL SUR,7194,PH097300000,1928337,374.0,2.5728716022004803
Communication Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA SIBUGAY,2552,PH098300000,679404,376.0,2.575187844927661
Communication Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,CITY OF ISABELA (NOT A PROVINCE),140,PH099700000,127728,110.0,2.041392685158225
Communication Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA DEL NORTE,1593,PH097200000,1047292,153.0,2.184691430817599
Communication Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA DEL SUR,2681,PH097300000,1928337,140.0,2.146128035678238
Communication Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA SIBUGAY,990,PH098300000,679404,146.0,2.164352855784437
Communication Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,CITY OF ISABELA (NOT A PROVINCE),123,PH099700000,127728,97.0,1.9867717342662448
Communication Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA DEL NORTE,1267,PH097200000,1047292,121.0,2.0827853703164503
Communication Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA DEL SUR,2366,PH097300000,1928337,123.0,2.089905111439398
Communication Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA SIBUGAY,832,PH098300000,679404,123.0,2.089905111439398
Communication Disability,Region V (Bicol Region),Mild,PH050000000,ALBAY,5247,PH050500000,1396088,376.0,2.575187844927661
Communication Disability,Region V (Bicol Region),Mild,PH050000000,CAMARINES NORTE,2601,PH051600000,622514,418.0,2.621176281775035
Communication Disability,Region V (Bicol Region),Mild,PH050000000,CAMARINES SUR,8398,PH051700000,2059495,408.0,2.61066016308988
Communication Disability,Region V (Bicol Region),Mild,PH050000000,CATANDUANES,1319,PH052000000,272941,484.0,2.6848453616444123
Communication Disability,Region V (Bicol Region),Mild,PH050000000,MASBATE,3073,PH054100000,937079,328.0,2.515873843711679
Communication Disability,Region V (Bicol Region),Mild,PH050000000,SORSOGON,3927,PH056200000,845718,465.0,2.667452952889954
Communication Disability,Region V (Bicol Region),Moderate,PH050000000,ALBAY,2327,PH050500000,1396088,167.0,2.2227164711475833
Communication Disability,Region V (Bicol Region),Moderate,PH050000000,CAMARINES NORTE,1287,PH051600000,622514,207.0,2.315970345456918
Communication Disability,Region V (Bicol Region),Moderate,PH050000000,CAMARINES SUR,3912,PH051700000,2059495,190.0,2.278753600952829
Communication Disability,Region V (Bicol Region),Moderate,PH050000000,CATANDUANES,639,PH052000000,272941,235.0,2.3710678622717363
Communication Disability,Region V (Bicol Region),Moderate,PH050000000,MASBATE,1183,PH054100000,937079,127.0,2.103803720955957
Communication Disability,Region V (Bicol Region),Moderate,PH050000000,SORSOGON,1688,PH056200000,845718,200.0,2.3010299956639813
Communication Disability,Region V (Bicol Region),Severe,PH050000000,ALBAY,1857,PH050500000,1396088,134.0,2.1271047983648077
Communication Disability,Region V (Bicol Region),Severe,PH050000000,CAMARINES NORTE,988,PH051600000,622514,159.0,2.2013971243204513
Communication Disability,Region V (Bicol Region),Severe,PH050000000,CAMARINES SUR,3258,PH051700000,2059495,159.0,2.2013971243204513
Communication Disability,Region V (Bicol Region),Severe,PH050000000,CATANDUANES,484,PH052000000,272941,178.0,2.250420002308894
Communication Disability,Region V (Bicol Region),Severe,PH050000000,MASBATE,1105,PH054100000,937079,118.0,2.0718820073061255
Communication Disability,Region V (Bicol Region),Severe,PH050000000,SORSOGON,1323,PH056200000,845718,157.0,2.1958996524092336
Communication Disability,Region VI (Western Visayas),Mild,PH060000000,AKLAN,2844,PH060400000,605584,470.0,2.6720978579357175
Communication Disability,Region VI (Western Visayas),Mild,PH060000000,ANTIQUE,3273,PH060600000,612454,535.0,2.7283537820212285
Communication Disability,Region VI (Western Visayas),Mild,PH060000000,CAPIZ,3904,PH061900000,803083,487.0,2.6875289612146345
Communication Disability,Region VI (Western Visayas),Mild,PH060000000,GUIMARAS,700,PH067900000,185174,379.0,2.578639209968072
Communication Disability,Region VI (Western Visayas),Mild,PH060000000,ILOILO,11838,PH063000000,2524211,469.0,2.6711728427150834
Communication Disability,Region VI (Western Visayas),Mild,PH060000000,NEGROS OCCIDENTAL,11073,PH064500000,3174389,349.0,2.5428254269591797
Communication Disability,Region VI (Western Visayas),Moderate,PH060000000,AKLAN,1195,PH060400000,605584,198.0,2.296665190261531
Communication Disability,Region VI (Western Visayas),Moderate,PH060000000,ANTIQUE,1344,PH060600000,612454,220.0,2.342422680822206
Communication Disability,Region VI (Western Visayas),Moderate,PH060000000,CAPIZ,1306,PH061900000,803083,163.0,2.2121876044039577
Communication Disability,Region VI (Western Visayas),Moderate,PH060000000,GUIMARAS,310,PH067900000,185174,168.0,2.225309281725863
Communication Disability,Region VI (Western Visayas),Moderate,PH060000000,ILOILO,4613,PH063000000,2524211,183.0,2.2624510897304293
Communication Disability,Region VI (Western Visayas),Moderate,PH060000000,NEGROS OCCIDENTAL,4295,PH064500000,3174389,136.0,2.1335389083702174
Communication Disability,Region VI (Western Visayas),Severe,PH060000000,AKLAN,988,PH060400000,605584,164.0,2.214843848047698
Communication Disability,Region VI (Western Visayas),Severe,PH060000000,ANTIQUE,1070,PH060600000,612454,175.0,2.2430380486862944
Communication Disability,Region VI (Western Visayas),Severe,PH060000000,CAPIZ,1045,PH061900000,803083,131.0,2.1172712956557644
Communication Disability,Region VI (Western Visayas),Severe,PH060000000,GUIMARAS,279,PH067900000,185174,151.0,2.1789769472931693
Communication Disability,Region VI (Western Visayas),Severe,PH060000000,ILOILO,3698,PH063000000,2524211,147.0,2.167317334748176
Communication Disability,Region VI (Western Visayas),Severe,PH060000000,NEGROS OCCIDENTAL,3910,PH064500000,3174389,124.0,2.093421685162235
Communication Disability,Region VII (Central Visayas),Mild,PH070000000,BOHOL,6136,PH071200000,1365107,450.0,2.6532125137753435
Communication Disability,Region VII (Central Visayas),Mild,PH070000000,CEBU,16324,PH072200000,5085207,322.0,2.507855871695831
Communication Disability,Region VII (Central Visayas),Mild,PH070000000,NEGROS ORIENTAL,5990,PH074600000,1406274,426.0,2.629409599102719
Communication Disability,Region VII (Central Visayas),Mild,PH070000000,SIQUIJOR,507,PH076100000,100457,505.0,2.7032913781186614
Communication Disability,Region VII (Central Visayas),Moderate,PH070000000,BOHOL,2779,PH071200000,1365107,204.0,2.3096301674258988
Communication Disability,Region VII (Central Visayas),Moderate,PH070000000,CEBU,6866,PH072200000,5085207,136.0,2.1335389083702174
Communication Disability,Region VII (Central Visayas),Moderate,PH070000000,NEGROS ORIENTAL,2507,PH074600000,1406274,179.0,2.2528530309798933
Communication Disability,Region VII (Central Visayas),Moderate,PH070000000,SIQUIJOR,214,PH076100000,100457,214.0,2.330413773349191
Communication Disability,Region VII (Central Visayas),Severe,PH070000000,BOHOL,2286,PH071200000,1365107,168.0,2.225309281725863
Communication Disability,Region VII (Central Visayas),Severe,PH070000000,CEBU,5991,PH072200000,5085207,118.0,2.0718820073061255
Communication Disability,Region VII (Central Visayas),Severe,PH070000000,NEGROS ORIENTAL,2064,PH074600000,1406274,147.0,2.167317334748176
Communication Disability,Region VII (Central Visayas),Severe,PH070000000,SIQUIJOR,182,PH076100000,100457,182.0,2.2600713879850747
Communication Disability,Region VIII (Eastern Visayas),Mild,PH080000000,BILIRAN,700,PH087800000,179362,391.0,2.5921767573958667
Communication Disability,Region VIII (Eastern Visayas),Mild,PH080000000,EASTERN SAMAR,2201,PH082600000,503495,438.0,2.6414741105040997
Communication Disability,Region VIII (Eastern Visayas),Mild,PH080000000,LEYTE,7573,PH083700000,2124269,357.0,2.552668216112193
Communication Disability,Region VIII (Eastern Visayas),Mild,PH080000000,NORTHERN SAMAR,2593,PH084800000,668766,388.0,2.5888317255942073
Communication Disability,Region VIII (Eastern Visayas),Mild,PH080000000,SAMAR (WESTERN SAMAR),2374,PH086000000,822095,289.0,2.4608978427565478
Communication Disability,Region VIII (Eastern Visayas),Mild,PH080000000,SOUTHERN LEYTE,2118,PH086400000,444355,477.0,2.678518379040114
Communication Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,BILIRAN,327,PH087800000,179362,183.0,2.2624510897304293
Communication Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,EASTERN SAMAR,884,PH082600000,503495,176.0,2.24551266781415
Communication Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,LEYTE,3326,PH083700000,2124269,157.0,2.1958996524092336
Communication Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,NORTHERN SAMAR,1021,PH084800000,668766,153.0,2.184691430817599
Communication Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,SAMAR (WESTERN SAMAR),898,PH086000000,822095,110.0,2.041392685158225
Communication Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,SOUTHERN LEYTE,946,PH086400000,444355,213.0,2.3283796034387376
Communication Disability,Region VIII (Eastern Visayas),Severe,PH080000000,BILIRAN,272,PH087800000,179362,152.0,2.1818435879447726
Communication Disability,Region VIII (Eastern Visayas),Severe,PH080000000,EASTERN SAMAR,692,PH082600000,503495,138.0,2.1398790864012365
Communication Disability,Region VIII (Eastern Visayas),Severe,PH080000000,LEYTE,2767,PH083700000,2124269,131.0,2.1172712956557644
Communication Disability,Region VIII (Eastern Visayas),Severe,PH080000000,NORTHERN SAMAR,892,PH084800000,668766,134.0,2.1271047983648077
Communication Disability,Region VIII (Eastern Visayas),Severe,PH080000000,SAMAR (WESTERN SAMAR),756,PH086000000,822095,92.0,1.9637878273455553
Communication Disability,Region VIII (Eastern Visayas),Severe,PH080000000,SOUTHERN LEYTE,716,PH086400000,444355,162.0,2.2095150145426308
Communication Disability,Region X (Northern Mindanao),Mild,PH100000000,BUKIDNON,6486,PH101300000,1510189,430.0,2.6334684555795866
Communication Disability,Region X (Northern Mindanao),Mild,PH100000000,CAMIGUIN,327,PH101800000,92431,354.0,2.5490032620257876
Communication Disability,Region X (Northern Mindanao),Mild,PH100000000,LANAO DEL NORTE,3427,PH103500000,1095270,313.0,2.4955443375464483
Communication Disability,Region X (Northern Mindanao),Mild,PH100000000,MISAMIS OCCIDENTAL,2543,PH104200000,627158,406.0,2.6085260335771943
Communication Disability,Region X (Northern Mindanao),Mild,PH100000000,MISAMIS ORIENTAL,5127,PH104300000,1692002,304.0,2.482873583608754
Communication Disability,Region X (Northern Mindanao),Moderate,PH100000000,BUKIDNON,2351,PH101300000,1510189,156.0,2.1931245983544616
Communication Disability,Region X (Northern Mindanao),Moderate,PH100000000,CAMIGUIN,197,PH101800000,92431,214.0,2.330413773349191
Communication Disability,Region X (Northern Mindanao),Moderate,PH100000000,LANAO DEL NORTE,1149,PH103500000,1095270,105.0,2.0211892990699383
Communication Disability,Region X (Northern Mindanao),Moderate,PH100000000,MISAMIS OCCIDENTAL,1067,PH104200000,627158,171.0,2.2329961103921536
Communication Disability,Region X (Northern Mindanao),Moderate,PH100000000,MISAMIS ORIENTAL,2343,PH104300000,1692002,139.0,2.143014800254095
Communication Disability,Region X (Northern Mindanao),Severe,PH100000000,BUKIDNON,2103,PH101300000,1510189,140.0,2.146128035678238
Communication Disability,Region X (Northern Mindanao),Severe,PH100000000,CAMIGUIN,187,PH101800000,92431,203.0,2.307496037913213
Communication Disability,Region X (Northern Mindanao),Severe,PH100000000,LANAO DEL NORTE,1046,PH103500000,1095270,96.0,1.9822712330395684
Communication Disability,Region X (Northern Mindanao),Severe,PH100000000,MISAMIS OCCIDENTAL,857,PH104200000,627158,137.0,2.1367205671564067
Communication Disability,Region X (Northern Mindanao),Severe,PH100000000,MISAMIS ORIENTAL,1965,PH104300000,1692002,117.0,2.0681858617461617
Communication Disability,Region XIII (Caraga),Mild,PH160000000,AGUSAN DEL NORTE,2445,PH160200000,738775,331.0,2.519827993775719
Communication Disability,Region XIII (Caraga),Mild,PH160000000,AGUSAN DEL SUR,2518,PH160300000,734982,343.0,2.5352941200427703
Communication Disability,Region XIII (Caraga),Mild,PH160000000,DINAGAT ISLANDS,560,PH168500000,130671,429.0,2.6324572921847245
Communication Disability,Region XIII (Caraga),Mild,PH160000000,SURIGAO DEL NORTE,1845,PH166700000,528148,350.0,2.5440680443502757
Communication Disability,Region XIII (Caraga),Mild,PH160000000,SURIGAO DEL SUR,2695,PH166800000,620531,435.0,2.6384892569546374
Communication Disability,Region XIII (Caraga),Moderate,PH160000000,AGUSAN DEL NORTE,1155,PH160200000,738775,157.0,2.1958996524092336
Communication Disability,Region XIII (Caraga),Moderate,PH160000000,AGUSAN DEL SUR,1257,PH160300000,734982,172.0,2.2355284469075487
Communication Disability,Region XIII (Caraga),Moderate,PH160000000,DINAGAT ISLANDS,202,PH168500000,130671,155.0,2.1903316981702914
Communication Disability,Region XIII (Caraga),Moderate,PH160000000,SURIGAO DEL NORTE,775,PH166700000,528148,147.0,2.167317334748176
Communication Disability,Region XIII (Caraga),Moderate,PH160000000,SURIGAO DEL SUR,1076,PH166800000,620531,174.0,2.2405492482826
Communication Disability,Region XIII (Caraga),Severe,PH160000000,AGUSAN DEL NORTE,914,PH160200000,738775,124.0,2.093421685162235
Communication Disability,Region XIII (Caraga),Severe,PH160000000,AGUSAN DEL SUR,1036,PH160300000,734982,141.0,2.1492191126553797
Communication Disability,Region XIII (Caraga),Severe,PH160000000,DINAGAT ISLANDS,144,PH168500000,130671,111.0,2.0453229787866576
Communication Disability,Region XIII (Caraga),Severe,PH160000000,SURIGAO DEL NORTE,679,PH166700000,528148,129.0,2.110589710299249
Communication Disability,Region XIII (Caraga),Severe,PH160000000,SURIGAO DEL SUR,935,PH166800000,620531,151.0,2.1789769472931693
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,BASILAN,2927,PH150700000,386697,757.0,2.8790958795000727
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,LANAO DEL SUR,29056,PH153600000,1146287,2535.0,3.403977963669355
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,MAGUINDANAO,13438,PH153800000,1323051,1016.0,3.0068937079479006
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,SULU,3067,PH156600000,913590,336.0,2.526339277389844
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,TAWI-TAWI,3789,PH157000000,413690,916.0,2.9618954736678504
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,BASILAN,231,PH150700000,386697,60.0,1.7781512503836436
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,LANAO DEL SUR,2077,PH153600000,1146287,182.0,2.2600713879850747
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,MAGUINDANAO,839,PH153800000,1323051,64.0,1.806179973983887
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,SULU,166,PH156600000,913590,19.0,1.2787536009528289
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,TAWI-TAWI,181,PH157000000,413690,44.0,1.6434526764861874
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,BASILAN,68,PH150700000,386697,18.0,1.255272505103306
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,LANAO DEL SUR,342,PH153600000,1146287,30.0,1.4771212547196624
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,MAGUINDANAO,139,PH153800000,1323051,11.0,1.0413926851582251
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,SULU,40,PH156600000,913590,5.0,0.6989700043360189
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,TAWI-TAWI,36,PH157000000,413690,9.0,0.9542425094393249
Hearing Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,ABRA,6888,PH140100000,247402,2785.0,3.4448251995097476
Hearing Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,APAYAO,3132,PH148100000,123899,2528.0,3.402777069610347
Hearing Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,BENGUET,14689,PH141100000,848552,1732.0,3.2385478876813276
Hearing Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,IFUGAO,3435,PH142700000,210669,1631.0,3.212453961040276
Hearing Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,KALINGA,4359,PH143200000,220230,1980.0,3.296665190261531
Hearing Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,MOUNTAIN PROVINCE,2898,PH144400000,156987,1847.0,3.2664668954402414
Hearing Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,ABRA,1196,PH140100000,247402,484.0,2.6848453616444123
Hearing Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,APAYAO,499,PH148100000,123899,403.0,2.6053050461411096
Hearing Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,BENGUET,1974,PH141100000,848552,233.0,2.367355921026019
Hearing Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,IFUGAO,641,PH142700000,210669,305.0,2.484299839346786
Hearing Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,KALINGA,698,PH143200000,220230,317.0,2.5010592622177517
Hearing Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,MOUNTAIN PROVINCE,514,PH144400000,156987,328.0,2.515873843711679
Hearing Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,ABRA,171,PH140100000,247402,70.0,1.845098040014257
Hearing Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,APAYAO,117,PH148100000,123899,95.0,1.9777236052888478
Hearing Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,BENGUET,600,PH141100000,848552,71.0,1.8512583487190752
Hearing Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,IFUGAO,132,PH142700000,210669,63.0,1.7993405494535817
Hearing Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,KALINGA,166,PH143200000,220230,76.0,1.8808135922807914
