Disability,Region,Status,RegCode_New,Province,Household Population 5 Years Old and Over with Functional Difficulty,Province_pcode,Population,Person affected by disability per 100k,scale affected
Self-Care Disability,Region III (Central Luzon),Severe,PH030000000,BULACAN,4319,PH031400000,3646679,119.0,2.0755469613925306
Self-Care Disability,Region III (Central Luzon),Severe,PH030000000,NUEVA ECIJA,2854,PH034900000,2355414,122.0,2.0863598306747484
Self-Care Disability,Region III (Central Luzon),Severe,PH030000000,PAMPANGA,2343,PH035400000,2893624,81.0,1.9084850188786497
Self-Care Disability,Region III (Central Luzon),Severe,PH030000000,TARLAC,1897,PH036900000,1460137,130.0,2.113943352306837
Self-Care Disability,Region III (Central Luzon),Severe,PH030000000,ZAMBALES,1567,PH037100000,894254,176.0,2.24551266781415
Self-Care Disability,Region IV-A (CALABARZON),Mild,PH040000000,BATANGAS,7543,PH041000000,3033730,249.0,2.3961993470957363
Self-Care Disability,Region IV-A (CALABARZON),Mild,PH040000000,CAVITE,9740,PH042100000,4210866,232.0,2.3654879848909
Self-Care Disability,Region IV-A (CALABARZON),Mild,PH040000000,LAGUNA,9569,PH043400000,3343703,287.0,2.4578818967339924
Self-Care Disability,Region IV-A (CALABARZON),Mild,PH040000000,QUEZON,7380,PH045600000,2260033,327.0,2.514547752660286
Self-Care Disability,Region IV-A (CALABARZON),Mild,PH040000000,RIZAL,7912,PH045800000,3208959,247.0,2.392696953259666
Self-Care Disability,Region IV-A (CALABARZON),Moderate,PH040000000,BATANGAS,3170,PH041000000,3033730,105.0,2.0211892990699383
Self-Care Disability,Region IV-A (CALABARZON),Moderate,PH040000000,CAVITE,3693,PH042100000,4210866,88.0,1.9444826721501687
Self-Care Disability,Region IV-A (CALABARZON),Moderate,PH040000000,LAGUNA,2752,PH043400000,3343703,83.0,1.919078092376074
Self-Care Disability,Region IV-A (CALABARZON),Moderate,PH040000000,QUEZON,2763,PH045600000,2260033,123.0,2.089905111439398
Self-Care Disability,Region IV-A (CALABARZON),Moderate,PH040000000,RIZAL,2649,PH045800000,3208959,83.0,1.919078092376074
Self-Care Disability,Region IV-A (CALABARZON),Severe,PH040000000,BATANGAS,4225,PH041000000,3033730,140.0,2.146128035678238
Self-Care Disability,Region IV-A (CALABARZON),Severe,PH040000000,CAVITE,4212,PH042100000,4210866,101.0,2.0043213737826426
Self-Care Disability,Region IV-A (CALABARZON),Severe,PH040000000,LAGUNA,3163,PH043400000,3343703,95.0,1.9777236052888478
Self-Care Disability,Region IV-A (CALABARZON),Severe,PH040000000,QUEZON,3345,PH045600000,2260033,149.0,2.173186268412274
Self-Care Disability,Region IV-A (CALABARZON),Severe,PH040000000,RIZAL,2967,PH045800000,3208959,93.0,1.968482948553935
Self-Care Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,CITY OF ISABELA (NOT A PROVINCE),529,PH099700000,127728,415.0,2.6180480967120925
Self-Care Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA DEL NORTE,4631,PH097200000,1047292,443.0,2.6464037262230695
Self-Care Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA DEL SUR,9067,PH097300000,1928337,471.0,2.673020907128896
Self-Care Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA SIBUGAY,2458,PH098300000,679404,362.0,2.558708570533166
Self-Care Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,CITY OF ISABELA (NOT A PROVINCE),127,PH099700000,127728,100.0,2.0
Self-Care Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA DEL NORTE,1335,PH097200000,1047292,128.0,2.1072099696478683
Self-Care Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA DEL SUR,2350,PH097300000,1928337,122.0,2.0863598306747484
Self-Care Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA SIBUGAY,807,PH098300000,679404,119.0,2.0755469613925306
Self-Care Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,CITY OF ISABELA (NOT A PROVINCE),314,PH099700000,127728,246.0,2.3909351071033793
Self-Care Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA DEL NORTE,1521,PH097200000,1047292,146.0,2.164352855784437
Self-Care Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA DEL SUR,2609,PH097300000,1928337,136.0,2.1335389083702174
Self-Care Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA SIBUGAY,905,PH098300000,679404,134.0,2.1271047983648077
Self-Care Disability,Region V (Bicol Region),Mild,PH050000000,ALBAY,4736,PH050500000,1396088,340.0,2.531478917042255
Self-Care Disability,Region V (Bicol Region),Mild,PH050000000,CAMARINES NORTE,2069,PH051600000,622514,333.0,2.5224442335063197
Self-Care Disability,Region V (Bicol Region),Mild,PH050000000,CAMARINES SUR,7604,PH051700000,2059495,370.0,2.568201724066995
Self-Care Disability,Region V (Bicol Region),Mild,PH050000000,CATANDUANES,964,PH052000000,272941,354.0,2.5490032620257876
Self-Care Disability,Region V (Bicol Region),Mild,PH050000000,MASBATE,2696,PH054100000,937079,288.0,2.459392487759231
Self-Care Disability,Region V (Bicol Region),Mild,PH050000000,SORSOGON,3226,PH056200000,845718,382.0,2.582063362911709
Self-Care Disability,Region V (Bicol Region),Moderate,PH050000000,ALBAY,1862,PH050500000,1396088,134.0,2.1271047983648077
Self-Care Disability,Region V (Bicol Region),Moderate,PH050000000,CAMARINES NORTE,959,PH051600000,622514,155.0,2.1903316981702914
Self-Care Disability,Region V (Bicol Region),Moderate,PH050000000,CAMARINES SUR,2960,PH051700000,2059495,144.0,2.1583624920952498
Self-Care Disability,Region V (Bicol Region),Moderate,PH050000000,CATANDUANES,427,PH052000000,272941,157.0,2.1958996524092336
Self-Care Disability,Region V (Bicol Region),Moderate,PH050000000,MASBATE,845,PH054100000,937079,91.0,1.9590413923210936
Self-Care Disability,Region V (Bicol Region),Moderate,PH050000000,SORSOGON,1247,PH056200000,845718,148.0,2.1702617153949575
Self-Care Disability,Region V (Bicol Region),Severe,PH050000000,ALBAY,2415,PH050500000,1396088,173.0,2.2380461031287955
Self-Care Disability,Region V (Bicol Region),Severe,PH050000000,CAMARINES NORTE,1304,PH051600000,622514,210.0,2.322219294733919
Self-Care Disability,Region V (Bicol Region),Severe,PH050000000,CAMARINES SUR,4442,PH051700000,2059495,216.0,2.3344537511509307
Self-Care Disability,Region V (Bicol Region),Severe,PH050000000,CATANDUANES,783,PH052000000,272941,287.0,2.4578818967339924
Self-Care Disability,Region V (Bicol Region),Severe,PH050000000,MASBATE,1191,PH054100000,937079,128.0,2.1072099696478683
Self-Care Disability,Region V (Bicol Region),Severe,PH050000000,SORSOGON,1865,PH056200000,845718,221.0,2.3443922736851106
Self-Care Disability,Region VI (Western Visayas),Mild,PH060000000,AKLAN,3194,PH060400000,605584,528.0,2.722633922533812
Self-Care Disability,Region VI (Western Visayas),Mild,PH060000000,ANTIQUE,3588,PH060600000,612454,586.0,2.767897616018091
Self-Care Disability,Region VI (Western Visayas),Mild,PH060000000,CAPIZ,4073,PH061900000,803083,508.0,2.7058637122839193
Self-Care Disability,Region VI (Western Visayas),Mild,PH060000000,GUIMARAS,666,PH067900000,185174,360.0,2.5563025007672873
Self-Care Disability,Region VI (Western Visayas),Mild,PH060000000,ILOILO,12108,PH063000000,2524211,480.0,2.681241237375587
Self-Care Disability,Region VI (Western Visayas),Mild,PH060000000,NEGROS OCCIDENTAL,11554,PH064500000,3174389,364.0,2.561101383649056
Self-Care Disability,Region VI (Western Visayas),Moderate,PH060000000,AKLAN,1214,PH060400000,605584,201.0,2.303196057420489
Self-Care Disability,Region VI (Western Visayas),Moderate,PH060000000,ANTIQUE,1289,PH060600000,612454,211.0,2.3242824552976926
Self-Care Disability,Region VI (Western Visayas),Moderate,PH060000000,CAPIZ,1104,PH061900000,803083,138.0,2.1398790864012365
Self-Care Disability,Region VI (Western Visayas),Moderate,PH060000000,GUIMARAS,281,PH067900000,185174,152.0,2.1818435879447726
Self-Care Disability,Region VI (Western Visayas),Moderate,PH060000000,ILOILO,4279,PH063000000,2524211,170.0,2.230448921378274
Self-Care Disability,Region VI (Western Visayas),Moderate,PH060000000,NEGROS OCCIDENTAL,3516,PH064500000,3174389,111.0,2.0453229787866576
Self-Care Disability,Region VI (Western Visayas),Severe,PH060000000,AKLAN,1505,PH060400000,605584,249.0,2.3961993470957363
Self-Care Disability,Region VI (Western Visayas),Severe,PH060000000,ANTIQUE,1859,PH060600000,612454,304.0,2.482873583608754
Self-Care Disability,Region VI (Western Visayas),Severe,PH060000000,CAPIZ,1278,PH061900000,803083,160.0,2.2041199826559246
Self-Care Disability,Region VI (Western Visayas),Severe,PH060000000,GUIMARAS,385,PH067900000,185174,208.0,2.3180633349627615
Self-Care Disability,Region VI (Western Visayas),Severe,PH060000000,ILOILO,5858,PH063000000,2524211,233.0,2.367355921026019
Self-Care Disability,Region VI (Western Visayas),Severe,PH060000000,NEGROS OCCIDENTAL,4017,PH064500000,3174389,127.0,2.103803720955957
Self-Care Disability,Region VII (Central Visayas),Mild,PH070000000,BOHOL,5900,PH071200000,1365107,433.0,2.6364878963533656
Self-Care Disability,Region VII (Central Visayas),Mild,PH070000000,CEBU,15252,PH072200000,5085207,300.0,2.4771212547196626
Self-Care Disability,Region VII (Central Visayas),Mild,PH070000000,NEGROS ORIENTAL,6403,PH074600000,1406274,456.0,2.658964842664435
Self-Care Disability,Region VII (Central Visayas),Mild,PH070000000,SIQUIJOR,450,PH076100000,100457,448.0,2.651278013998144
Self-Care Disability,Region VII (Central Visayas),Moderate,PH070000000,BOHOL,2305,PH071200000,1365107,169.0,2.2278867046136734
Self-Care Disability,Region VII (Central Visayas),Moderate,PH070000000,CEBU,5743,PH072200000,5085207,113.0,2.0530784434834195
Self-Care Disability,Region VII (Central Visayas),Moderate,PH070000000,NEGROS ORIENTAL,2233,PH074600000,1406274,159.0,2.2013971243204513
Self-Care Disability,Region VII (Central Visayas),Moderate,PH070000000,SIQUIJOR,219,PH076100000,100457,219.0,2.3404441148401185
Self-Care Disability,Region VII (Central Visayas),Severe,PH070000000,BOHOL,3390,PH071200000,1365107,249.0,2.3961993470957363
Self-Care Disability,Region VII (Central Visayas),Severe,PH070000000,CEBU,7185,PH072200000,5085207,142.0,2.1522883443830563
Self-Care Disability,Region VII (Central Visayas),Severe,PH070000000,NEGROS ORIENTAL,2685,PH074600000,1406274,191.0,2.2810333672477277
Self-Care Disability,Region VII (Central Visayas),Severe,PH070000000,SIQUIJOR,305,PH076100000,100457,304.0,2.482873583608754
Self-Care Disability,Region VIII (Eastern Visayas),Mild,PH080000000,BILIRAN,617,PH087800000,179362,344.0,2.53655844257153
Self-Care Disability,Region VIII (Eastern Visayas),Mild,PH080000000,EASTERN SAMAR,1807,PH082600000,503495,359.0,2.5550944485783194
Self-Care Disability,Region VIII (Eastern Visayas),Mild,PH080000000,LEYTE,7293,PH083700000,2124269,344.0,2.53655844257153
Self-Care Disability,Region VIII (Eastern Visayas),Mild,PH080000000,NORTHERN SAMAR,3083,PH084800000,668766,461.0,2.663700925389648
Self-Care Disability,Region VIII (Eastern Visayas),Mild,PH080000000,SAMAR (WESTERN SAMAR),2190,PH086000000,822095,267.0,2.4265112613645754
Self-Care Disability,Region VIII (Eastern Visayas),Mild,PH080000000,SOUTHERN LEYTE,2745,PH086400000,444355,618.0,2.790988475088816
Self-Care Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,BILIRAN,241,PH087800000,179362,135.0,2.130333768495006
Self-Care Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,EASTERN SAMAR,703,PH082600000,503495,140.0,2.146128035678238
Self-Care Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,LEYTE,2725,PH083700000,2124269,129.0,2.110589710299249
Self-Care Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,NORTHERN SAMAR,814,PH084800000,668766,122.0,2.0863598306747484
Self-Care Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,SAMAR (WESTERN SAMAR),710,PH086000000,822095,87.0,1.9395192526186185
Self-Care Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,SOUTHERN LEYTE,824,PH086400000,444355,186.0,2.2695129442179165
Self-Care Disability,Region VIII (Eastern Visayas),Severe,PH080000000,BILIRAN,415,PH087800000,179362,232.0,2.3654879848909
Self-Care Disability,Region VIII (Eastern Visayas),Severe,PH080000000,EASTERN SAMAR,933,PH082600000,503495,186.0,2.2695129442179165
Self-Care Disability,Region VIII (Eastern Visayas),Severe,PH080000000,LEYTE,4005,PH083700000,2124269,189.0,2.2764618041732443
Self-Care Disability,Region VIII (Eastern Visayas),Severe,PH080000000,NORTHERN SAMAR,1196,PH084800000,668766,179.0,2.2528530309798933
Self-Care Disability,Region VIII (Eastern Visayas),Severe,PH080000000,SAMAR (WESTERN SAMAR),944,PH086000000,822095,115.0,2.060697840353612
Self-Care Disability,Region VIII (Eastern Visayas),Severe,PH080000000,SOUTHERN LEYTE,1115,PH086400000,444355,251.0,2.399673721481038
Self-Care Disability,Region X (Northern Mindanao),Mild,PH100000000,BUKIDNON,6649,PH101300000,1510189,441.0,2.6444385894678386
Self-Care Disability,Region X (Northern Mindanao),Mild,PH100000000,CAMIGUIN,337,PH101800000,92431,365.0,2.5622928644564746
Self-Care Disability,Region X (Northern Mindanao),Mild,PH100000000,LANAO DEL NORTE,3896,PH103500000,1095270,356.0,2.5514499979728753
Self-Care Disability,Region X (Northern Mindanao),Mild,PH100000000,MISAMIS OCCIDENTAL,2566,PH104200000,627158,410.0,2.6127838567197355
Self-Care Disability,Region X (Northern Mindanao),Mild,PH100000000,MISAMIS ORIENTAL,5410,PH104300000,1692002,320.0,2.505149978319906
Self-Care Disability,Region X (Northern Mindanao),Moderate,PH100000000,BUKIDNON,2085,PH101300000,1510189,139.0,2.143014800254095
Self-Care Disability,Region X (Northern Mindanao),Moderate,PH100000000,CAMIGUIN,174,PH101800000,92431,189.0,2.2764618041732443
Self-Care Disability,Region X (Northern Mindanao),Moderate,PH100000000,LANAO DEL NORTE,1048,PH103500000,1095270,96.0,1.9822712330395684
Self-Care Disability,Region X (Northern Mindanao),Moderate,PH100000000,MISAMIS OCCIDENTAL,946,PH104200000,627158,151.0,2.1789769472931693
Self-Care Disability,Region X (Northern Mindanao),Moderate,PH100000000,MISAMIS ORIENTAL,2037,PH104300000,1692002,121.0,2.0827853703164503
Self-Care Disability,Region X (Northern Mindanao),Severe,PH100000000,BUKIDNON,2297,PH101300000,1510189,153.0,2.184691430817599
Self-Care Disability,Region X (Northern Mindanao),Severe,PH100000000,CAMIGUIN,299,PH101800000,92431,324.0,2.510545010206612
Self-Care Disability,Region X (Northern Mindanao),Severe,PH100000000,LANAO DEL NORTE,1141,PH103500000,1095270,105.0,2.0211892990699383
Self-Care Disability,Region X (Northern Mindanao),Severe,PH100000000,MISAMIS OCCIDENTAL,1192,PH104200000,627158,191.0,2.2810333672477277
Self-Care Disability,Region X (Northern Mindanao),Severe,PH100000000,MISAMIS ORIENTAL,2533,PH104300000,1692002,150.0,2.1760912590556813
Self-Care Disability,Region XIII (Caraga),Mild,PH160000000,AGUSAN DEL NORTE,2562,PH160200000,738775,347.0,2.5403294747908736
Self-Care Disability,Region XIII (Caraga),Mild,PH160000000,AGUSAN DEL SUR,2181,PH160300000,734982,297.0,2.4727564493172123
Self-Care Disability,Region XIII (Caraga),Mild,PH160000000,DINAGAT ISLANDS,538,PH168500000,130671,412.0,2.6148972160331345
Self-Care Disability,Region XIII (Caraga),Mild,PH160000000,SURIGAO DEL NORTE,1966,PH166700000,528148,373.0,2.571708831808688
Self-Care Disability,Region XIII (Caraga),Mild,PH160000000,SURIGAO DEL SUR,2378,PH166800000,620531,384.0,2.584331224367531
Self-Care Disability,Region XIII (Caraga),Moderate,PH160000000,AGUSAN DEL NORTE,987,PH160200000,738775,134.0,2.1271047983648077
Self-Care Disability,Region XIII (Caraga),Moderate,PH160000000,AGUSAN DEL SUR,947,PH160300000,734982,129.0,2.110589710299249
Self-Care Disability,Region XIII (Caraga),Moderate,PH160000000,DINAGAT ISLANDS,185,PH168500000,130671,142.0,2.1522883443830563
Self-Care Disability,Region XIII (Caraga),Moderate,PH160000000,SURIGAO DEL NORTE,723,PH166700000,528148,137.0,2.1367205671564067
Self-Care Disability,Region XIII (Caraga),Moderate,PH160000000,SURIGAO DEL SUR,872,PH166800000,620531,141.0,2.1492191126553797
Self-Care Disability,Region XIII (Caraga),Severe,PH160000000,AGUSAN DEL NORTE,1182,PH160200000,738775,160.0,2.2041199826559246
Self-Care Disability,Region XIII (Caraga),Severe,PH160000000,AGUSAN DEL SUR,1161,PH160300000,734982,158.0,2.1986570869544226
Self-Care Disability,Region XIII (Caraga),Severe,PH160000000,DINAGAT ISLANDS,215,PH168500000,130671,165.0,2.2174839442139063
Self-Care Disability,Region XIII (Caraga),Severe,PH160000000,SURIGAO DEL NORTE,915,PH166700000,528148,174.0,2.2405492482826
Self-Care Disability,Region XIII (Caraga),Severe,PH160000000,SURIGAO DEL SUR,1115,PH166800000,620531,180.0,2.255272505103306
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,BASILAN,6913,PH150700000,386697,1788.0,3.2523675144598987
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,LANAO DEL SUR,62497,PH153600000,1146287,5453.0,3.7366354976868212
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,MAGUINDANAO,27924,PH153800000,1323051,2111.0,3.3244882333076564
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,SULU,4654,PH156600000,913590,510.0,2.7075701760979363
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,TAWI-TAWI,6074,PH157000000,413690,1469.0,3.1670217957902564
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,BASILAN,301,PH150700000,386697,78.0,1.8920946026904804
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,LANAO DEL SUR,3517,PH153600000,1146287,307.0,2.4871383754771865
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,MAGUINDANAO,1522,PH153800000,1323051,116.0,2.0644579892269186
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,SULU,190,PH156600000,913590,21.0,1.3222192947339193
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,TAWI-TAWI,243,PH157000000,413690,59.0,1.7708520116421442
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,BASILAN,276,PH150700000,386697,72.0,1.8573324964312685
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,LANAO DEL SUR,1202,PH153600000,1146287,105.0,2.0211892990699383
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,MAGUINDANAO,868,PH153800000,1323051,66.0,1.8195439355418688
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,SULU,1164,PH156600000,913590,128.0,2.1072099696478683
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,TAWI-TAWI,144,PH157000000,413690,35.0,1.5440680443502757
Visual Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,ABRA,19496,PH140100000,247402,7881.0,3.8965813275057326
Visual Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,APAYAO,7414,PH148100000,123899,5984.0,3.776991584856405
Visual Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,BENGUET,46666,PH141100000,848552,5500.0,3.7403626894942437
Visual Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,IFUGAO,7245,PH142700000,210669,3440.0,3.53655844257153
Visual Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,KALINGA,8987,PH143200000,220230,4081.0,3.610766594773271
Visual Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,MOUNTAIN PROVINCE,4818,PH144400000,156987,3070.0,3.4871383754771865
Visual Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,ABRA,1723,PH140100000,247402,697.0,2.8432327780980096
Visual Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,APAYAO,696,PH148100000,123899,562.0,2.749736315569061
Visual Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,BENGUET,3510,PH141100000,848552,414.0,2.617000341120899
Visual Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,IFUGAO,625,PH142700000,210669,297.0,2.4727564493172123
Visual Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,KALINGA,727,PH143200000,220230,331.0,2.519827993775719
Visual Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,MOUNTAIN PROVINCE,452,PH144400000,156987,288.0,2.459392487759231
Visual Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,ABRA,247,PH140100000,247402,100.0,2.0
Visual Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,APAYAO,128,PH148100000,123899,104.0,2.0170333392987803
Visual Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,BENGUET,601,PH141100000,848552,71.0,1.8512583487190752
Visual Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,IFUGAO,123,PH142700000,210669,59.0,1.7708520116421442
Visual Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,KALINGA,181,PH143200000,220230,83.0,1.919078092376074
Visual Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,MOUNTAIN PROVINCE,87,PH144400000,156987,56.0,1.7481880270062005
Visual Disability,MIMAROPA Region,Mild,PH1700000000,MARINDUQUE,20493,PH174000000,241036,8503.0,3.92957217907655
Visual Disability,MIMAROPA Region,Mild,PH1700000000,OCCIDENTAL MINDORO,38575,PH175100000,515134,7489.0,3.874423830586502
Visual Disability,MIMAROPA Region,Mild,PH1700000000,ORIENTAL MINDORO,70611,PH175200000,901270,7835.0,3.894039000804609
Visual Disability,MIMAROPA Region,Mild,PH1700000000,PALAWAN,93207,PH175300000,1216009,7665.0,3.884512159190394
Visual Disability,MIMAROPA Region,Mild,PH1700000000,ROMBLON,31605,PH175900000,301407,10486.0,4.020609853377705
Visual Disability,MIMAROPA Region,Moderate,PH1700000000,MARINDUQUE,1626,PH174000000,241036,675.0,2.829303772831025
Visual Disability,MIMAROPA Region,Moderate,PH1700000000,OCCIDENTAL MINDORO,2220,PH175100000,515134,431.0,2.6344772701607315
Visual Disability,MIMAROPA Region,Moderate,PH1700000000,ORIENTAL MINDORO,5708,PH175200000,901270,634.0,2.802089257881733
Visual Disability,MIMAROPA Region,Moderate,PH1700000000,PALAWAN,7616,PH175300000,1216009,627.0,2.7972675408307164
Visual Disability,MIMAROPA Region,Moderate,PH1700000000,ROMBLON,2853,PH175900000,301407,947.0,2.9763499790032735
Visual Disability,MIMAROPA Region,Severe,PH1700000000,MARINDUQUE,345,PH174000000,241036,144.0,2.1583624920952498
Visual Disability,MIMAROPA Region,Severe,PH1700000000,OCCIDENTAL MINDORO,351,PH175100000,515134,69.0,1.8388490907372552
Visual Disability,MIMAROPA Region,Severe,PH1700000000,ORIENTAL MINDORO,625,PH175200000,901270,70.0,1.845098040014257
Visual Disability,MIMAROPA Region,Severe,PH1700000000,PALAWAN,701,PH175300000,1216009,58.0,1.7634279935629373
Visual Disability,MIMAROPA Region,Severe,PH1700000000,ROMBLON,314,PH175900000,301407,105.0,2.0211892990699383
Visual Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",141933,PH133900000,1886920,7522.0,3.87633332908638
Visual Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",197785,PH137600000,4015981,4925.0,3.6924062348336304
Visual Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",231183,PH137400000,4960933,4661.0,3.6684791029325856
Visual Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",184846,PH137500000,2940822,6286.0,3.7983743766815614
Visual Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",9022,PH133900000,1886920,479.0,2.680335513414563
Visual Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",11570,PH137600000,4015981,289.0,2.4608978427565478
Visual Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",14736,PH137400000,4960933,298.0,2.4742162640762553
Visual Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",10731,PH137500000,2940822,365.0,2.5622928644564746
Visual Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",1163,PH133900000,1886920,62.0,1.792391689498254
Visual Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1758,PH137600000,4015981,44.0,1.6434526764861874
Visual Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",2268,PH137400000,4960933,46.0,1.662757831681574
Visual Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",1313,PH137500000,2940822,45.0,1.6532125137753437
Visual Disability,REGION XI (DAVAO REGION),Mild,PH110000000,COMPOSTELA VALLEY,52246,PH118200000,774102,6750.0,3.829303772831025
Visual Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO DEL NORTE,65526,PH112300000,1056457,6203.0,3.7926017811649664
Visual Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO DEL SUR,121129,PH112400000,2520852,4806.0,3.6817837664678814
Visual Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO OCCIDENTAL,14282,PH118600000,338925,4214.0,3.6246945312720813
Visual Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO ORIENTAL,29364,PH112500000,600531,4890.0,3.6893088591236203
Visual Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,COMPOSTELA VALLEY,4396,PH118200000,774102,568.0,2.754348335711019
Visual Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO DEL NORTE,4170,PH112300000,1056457,395.0,2.59659709562646
Visual Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO DEL SUR,7692,PH112400000,2520852,306.0,2.48572142648158
Visual Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO OCCIDENTAL,1137,PH118600000,338925,336.0,2.526339277389844
Visual Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO ORIENTAL,2630,PH112500000,600531,438.0,2.6414741105040997
Visual Disability,REGION XI (DAVAO REGION),Severe,PH110000000,COMPOSTELA VALLEY,531,PH118200000,774102,69.0,1.8388490907372552
