Region,Province,RegCode_New,ProvCode_New,Disability,Sex,Status,id,Household Population 5 Years Old and Over with Functional Difficulty,Age: 5-19,Age: 20-34,Age: 35–54,Age: 55-80+
National Capital Region (NCR),"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH130000000,PH1380600000,Visual Disability,Both Sexes,All,PH133900000,152118,9785,20600,48814,72919
National Capital Region (NCR),"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH130000000,PH1380600000,Visual Disability,Both Sexes,Mild,PH133900000,141933,8836,19025,46474,67598
National Capital Region (NCR),"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH130000000,PH1380600000,Visual Disability,Both Sexes,Moderate,PH133900000,9022,751,1383,2078,4810
National Capital Region (NCR),"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH130000000,PH1380600000,Visual Disability,Both Sexes,Severe,PH133900000,1163,198,192,262,511
National Capital Region (NCR),"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH130000000,PH1380600000,Visual Disability,Female,All,PH133900000,89886,5631,12452,27537,44266
National Capital Region (NCR),"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH130000000,PH1380600000,Visual Disability,Female,Mild,PH133900000,83847,5138,11513,26259,40937
National Capital Region (NCR),"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH130000000,PH1380600000,Visual Disability,Female,Moderate,PH133900000,5431,382,849,1157,3043
National Capital Region (NCR),"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH130000000,PH1380600000,Visual Disability,Female,Severe,PH133900000,608,111,90,121,286
National Capital Region (NCR),"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH130000000,PH1380600000,Visual Disability,Male,All,PH133900000,62232,4154,8148,21277,28653
National Capital Region (NCR),"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH130000000,PH1380600000,Visual Disability,Male,Mild,PH133900000,58086,3698,7512,20215,26661
National Capital Region (NCR),"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH130000000,PH1380600000,Visual Disability,Male,Moderate,PH133900000,3591,369,534,921,1767
National Capital Region (NCR),"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH130000000,PH1380600000,Visual Disability,Male,Severe,PH133900000,555,87,102,141,225
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Cognitive Disability,Both Sexes,All,PH137600000,24623,2124,2628,4690,15181
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Cognitive Disability,Both Sexes,Mild,PH137600000,20145,1324,1943,3967,12911
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Cognitive Disability,Both Sexes,Moderate,PH137600000,3192,484,451,500,1757
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Cognitive Disability,Both Sexes,Severe,PH137600000,1286,316,234,223,513
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Cognitive Disability,Female,All,PH137600000,14544,889,1371,2574,9710
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Cognitive Disability,Female,Mild,PH137600000,12146,599,1054,2240,8253
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Cognitive Disability,Female,Moderate,PH137600000,1726,166,213,233,1114
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Cognitive Disability,Female,Severe,PH137600000,672,124,104,101,343
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Cognitive Disability,Male,All,PH137600000,10079,1235,1257,2116,5471
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Cognitive Disability,Male,Mild,PH137600000,7999,725,889,1727,4658
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Cognitive Disability,Male,Moderate,PH137600000,1466,318,238,267,643
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Cognitive Disability,Male,Severe,PH137600000,614,192,130,122,170
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Communication Disability,Both Sexes,All,PH137600000,17382,3260,3220,3556,7346
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Communication Disability,Both Sexes,Mild,PH137600000,10437,1463,1656,2051,5267
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Communication Disability,Both Sexes,Moderate,PH137600000,3608,855,742,746,1265
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Communication Disability,Both Sexes,Severe,PH137600000,3337,942,822,759,814
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Communication Disability,Female,All,PH137600000,8899,1336,1480,1654,4429
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Communication Disability,Female,Mild,PH137600000,5303,606,668,830,3199
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Communication Disability,Female,Moderate,PH137600000,1869,344,382,391,752
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Communication Disability,Female,Severe,PH137600000,1727,386,430,433,478
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Communication Disability,Male,All,PH137600000,8483,1924,1740,1902,2917
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Communication Disability,Male,Mild,PH137600000,5134,857,988,1221,2068
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Communication Disability,Male,Moderate,PH137600000,1739,511,360,355,513
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Communication Disability,Male,Severe,PH137600000,1610,556,392,326,336
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Hearing Disability,Both Sexes,All,PH137600000,38156,1653,2689,6319,27495
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Hearing Disability,Both Sexes,Mild,PH137600000,33434,1075,2024,5546,24789
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Hearing Disability,Both Sexes,Moderate,PH137600000,3286,253,317,446,2270
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Hearing Disability,Both Sexes,Severe,PH137600000,1436,325,348,327,436
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Hearing Disability,Female,All,PH137600000,21816,777,1370,3273,16396
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Hearing Disability,Female,Mild,PH137600000,19249,522,1042,2899,14786
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Hearing Disability,Female,Moderate,PH137600000,1809,108,143,194,1364
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Hearing Disability,Female,Severe,PH137600000,758,147,185,180,246
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Hearing Disability,Male,All,PH137600000,16340,876,1319,3046,11099
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Hearing Disability,Male,Mild,PH137600000,14185,553,982,2647,10003
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Hearing Disability,Male,Moderate,PH137600000,1477,145,174,252,906
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Hearing Disability,Male,Severe,PH137600000,678,178,163,147,190
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Mobility Disability,Both Sexes,All,PH137600000,43626,1666,2267,6978,32715
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Mobility Disability,Both Sexes,Mild,PH137600000,34425,991,1603,5407,26424
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Mobility Disability,Both Sexes,Moderate,PH137600000,6301,285,405,1089,4522
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Mobility Disability,Both Sexes,Severe,PH137600000,2900,390,259,482,1769
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Mobility Disability,Female,All,PH137600000,25330,747,1066,3246,20271
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Mobility Disability,Female,Mild,PH137600000,20217,451,752,2586,16428
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Mobility Disability,Female,Moderate,PH137600000,3462,136,178,414,2734
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Mobility Disability,Female,Severe,PH137600000,1651,160,136,246,1109
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Mobility Disability,Male,All,PH137600000,18296,919,1201,3732,12444
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Mobility Disability,Male,Mild,PH137600000,14208,540,851,2821,9996
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Mobility Disability,Male,Moderate,PH137600000,2839,149,227,675,1788
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Mobility Disability,Male,Severe,PH137600000,1249,230,123,236,660
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Self-Care Disability,Both Sexes,All,PH137600000,17473,2766,1876,2607,10224
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Self-Care Disability,Both Sexes,Mild,PH137600000,11026,1480,1147,1721,6678
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Self-Care Disability,Both Sexes,Moderate,PH137600000,3023,502,365,472,1684
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Self-Care Disability,Both Sexes,Severe,PH137600000,3424,784,364,414,1862
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Self-Care Disability,Female,All,PH137600000,9490,1197,845,1123,6325
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Self-Care Disability,Female,Mild,PH137600000,6066,686,504,726,4150
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Self-Care Disability,Female,Moderate,PH137600000,1561,182,162,192,1025
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Self-Care Disability,Female,Severe,PH137600000,1863,329,179,205,1150
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Self-Care Disability,Male,All,PH137600000,7983,1569,1031,1484,3899
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Self-Care Disability,Male,Mild,PH137600000,4960,794,643,995,2528
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Self-Care Disability,Male,Moderate,PH137600000,1462,320,203,280,659
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Self-Care Disability,Male,Severe,PH137600000,1561,455,185,209,712
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Visual Disability,Both Sexes,All,PH137600000,211113,12964,30191,66779,101179
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Visual Disability,Both Sexes,Mild,PH137600000,197785,11687,28081,63622,94395
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Visual Disability,Both Sexes,Moderate,PH137600000,11570,960,1748,2754,6108
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Visual Disability,Both Sexes,Severe,PH137600000,1758,317,362,403,676
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Visual Disability,Female,All,PH137600000,124671,7466,18558,38077,60570
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Visual Disability,Female,Mild,PH137600000,116805,6789,17309,36302,56405
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Visual Disability,Female,Moderate,PH137600000,6961,532,1063,1583,3783
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Visual Disability,Female,Severe,PH137600000,905,145,186,192,382
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Visual Disability,Male,All,PH137600000,86442,5498,11633,28702,40609
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Visual Disability,Male,Mild,PH137600000,80980,4898,10772,27320,37990
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Visual Disability,Male,Moderate,PH137600000,4609,428,685,1171,2325
National Capital Region (NCR),"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH130000000,PH1380300000,Visual Disability,Male,Severe,PH137600000,853,172,176,211,294
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Both Sexes,All,PH137400000,31010,3441,3429,5572,18568
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Both Sexes,Mild,PH137400000,24885,2276,2557,4608,15444
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Both Sexes,Moderate,PH137400000,4347,701,562,667,2417
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Both Sexes,Severe,PH137400000,1778,464,310,297,707
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Female,All,PH137400000,18235,1345,1741,3066,12083
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Female,Mild,PH137400000,14921,933,1357,2662,9969
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Female,Moderate,PH137400000,2436,247,249,286,1654
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Female,Severe,PH137400000,878,165,135,118,460
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Male,All,PH137400000,12775,2096,1688,2506,6485
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Male,Mild,PH137400000,9964,1343,1200,1946,5475
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Male,Moderate,PH137400000,1911,454,313,381,763
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Male,Severe,PH137400000,900,299,175,179,247
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Both Sexes,All,PH137400000,21481,4553,3858,4477,8593
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Both Sexes,Mild,PH137400000,12641,2190,1923,2559,5969
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Both Sexes,Moderate,PH137400000,4680,1204,943,977,1556
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Both Sexes,Severe,PH137400000,4160,1159,992,941,1068
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Female,All,PH137400000,10773,1804,1763,2065,5141
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Female,Mild,PH137400000,6288,864,797,1064,3563
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Female,Moderate,PH137400000,2354,442,478,495,939
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Female,Severe,PH137400000,2131,498,488,506,639
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Male,All,PH137400000,10708,2749,2095,2412,3452
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Male,Mild,PH137400000,6353,1326,1126,1495,2406
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Male,Moderate,PH137400000,2326,762,465,482,617
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Male,Severe,PH137400000,2029,661,504,435,429
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Both Sexes,All,PH137400000,44847,2402,3211,7216,32018
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Both Sexes,Mild,PH137400000,38889,1672,2358,6130,28729
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Both Sexes,Moderate,PH137400000,4191,347,417,657,2770
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Both Sexes,Severe,PH137400000,1767,383,436,429,519
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Female,All,PH137400000,25774,1049,1596,3751,19378
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Female,Mild,PH137400000,22541,741,1206,3224,17370
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Female,Moderate,PH137400000,2347,143,196,321,1687
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Female,Severe,PH137400000,886,165,194,206,321
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Male,All,PH137400000,19073,1353,1615,3465,12640
